## 그래프
WF																													THD																													R&B

## SET GRAPH(전체)
〔bg=#FFF2CC,b〕WF																													〔bg=#FFF2CC,b〕THD																													〔bg=#FFF2CC,b〕R&B

## SET MASK
〔bg=#E2EFDA〕WF Mask							〔bg=#E2EFDA〕THD Mask			〔bg=#E2EFDA〕RnB Crest Mask			〔bg=#E2EFDA〕FFT MASK										〔bg=#E2EFDA〕MIC MASK				〔bg=#E2EFDA〕LOOP MASK		
	REF	UP	LOW	UP	LOW			Mask			Mask			Mask			REF	UP	LOW	+	-			UP	LOW			UP	LOW
213.787428150918	131.07979837701	133.07979837701	129.07979837701	2	-2											9401.47772034121	103.916727124088		98.9167271240876	5	-5								
216.784547254558	130.983591917874	132.983591917874	128.983591917874	2	-2											9418.7608624192	104.177094180784		99.1770941807841	5	-5								
219.823683435623	130.886165081223	132.886165081223	128.886165081223	2	-2											9436.07577684287	104.440187047212		99.4401870472124	5	-5								
222.905425738038	130.787244617441	132.787244617441	128.787244617441	2	-2											9453.4225220207	104.705832626664		99.7058326266642	5	-5								
226.030371463624	130.686499562903	132.686499562903	128.686499562903	2	-2											9470.80115646853	104.97382832062		99.9738283206204	5	-5								
229.19912628787	130.583852470425	132.583852470425	128.583852470425	2	-2											9488.2117388098	105.243939294259		100.243939294259	5	-5								
232.412304377321	130.479570860149	132.479570860149	128.479570860149	2	-2											9505.65432777569	105.515895718849		100.515895718849	5	-5								
235.670528508622	130.37401843041	132.37401843041	128.37401843041	2	-2											9523.12898220535	105.789390032224		100.789390032224	5	-5								
238.974430189217	130.267273843455	132.267273843455	128.267273843455	2	-2											9540.63576104612	106.06407433423		101.06407433423	5	-5								
242.324649779752	130.159000132262	132.159000132262	128.159000132262	2	-2											9558.17472335368	106.339558084822		101.339558084822	5	-5								
245.721836618189	130.048726768083	132.048726768083	128.048726768083	2	-2											9575.74592829229	106.615406302749		101.615406302749	5	-5								
249.166649145658	129.936295195081	131.936295195081	127.936295195081	2	-2											9593.34943513498	106.891138501177		101.891138501177	5	-5								
