HZ	〔b〕OK										〔b〕편심											HZ	OK_MAX	OK-MIN	NG-MAX	NG-MIN			
	〔bg=#F2DCDB〕# 1	〔bg=#F2DCDB〕# 2	〔bg=#F2DCDB〕# 3	〔bg=#F2DCDB〕# 4	〔bg=#F2DCDB〕# 5	〔bg=#F2DCDB〕# 6	〔bg=#F2DCDB〕# 7	〔bg=#F2DCDB〕# 8	〔bg=#F2DCDB〕# 9	〔bg=#F2DCDB〕# 10	〔bg=#DCE6F1〕# 1	〔bg=#DCE6F1〕# 2	〔bg=#DCE6F1〕# 3	〔bg=#DCE6F1〕# 4	〔bg=#DCE6F1〕# 5	〔bg=#DCE6F1〕# 6	〔bg=#DCE6F1〕# 7	〔bg=#DCE6F1〕# 8	〔bg=#DCE6F1〕# 9	〔bg=#DCE6F1〕# 10	〔bg=#DCE6F1〕# 11	HZ	OK_MAX	OK-MIN	NG-MAX	NG-MIN			
2240	87.846	88.067	88.261	87.996	88.312	87.43	88.035	88.781	88.474	88.831	88.609	89.06	88.929	89.856	88.409	89.395	88.848	88.315	88.571	88.712	88.739	2240	88.831	87.43	89.856	88.315		1.401	1.541
2360	88.198	88.433	88.635	88.37	88.673	87.76	88.406	89.061	88.796	89.172	88.978	89.368	89.289	90.187	88.787	89.783	89.211	88.681	88.893	89.073	89.097	2360	89.172	87.76	90.187	88.681		1.41199999999999	1.506
2500	88.622	88.89	89.085	88.814	89.129	88.171	88.873	89.414	89.203	89.597	89.429	89.747	89.735	90.66	89.233	90.255	89.646	89.139	89.297	89.505	89.556	2500	89.597	88.171	90.66	89.139		1.42599999999999	1.521
2650	89.118	89.404	89.612	89.32	89.641	88.657	89.39	89.839	89.667	90.082	89.937	90.198	90.244	91.179	89.743	90.798	90.151	89.652	89.772	90.013	90.065	2650	90.082	88.657	91.179	89.652		1.425	1.527
2800	89.639	89.954	90.151	89.847	90.179	89.167	89.938	90.28	90.169	90.6	90.467	90.675	90.767	91.714	90.256	91.362	90.682	90.179	90.275	90.55	90.605	2800	90.6	89.167	91.714	90.179		1.43299999999999	1.535
3000	90.375	90.707	90.908	90.596	90.923	89.883	90.687	90.924	90.862	91.318	91.221	91.344	91.52	92.463	91.017	92.155	91.423	90.916	90.979	91.296	91.351	3000	91.318	89.883	92.463	90.916		1.435	1.547
3150	90.963	91.309	91.511	91.198	91.523	90.474	91.296	91.458	91.431	91.901	91.825	91.914	92.124	93.078	91.618	92.791	92.026	91.524	91.552	91.892	91.955	3150	91.901	90.474	93.078	91.524		1.42699999999999	1.554
3350	91.798	92.171	92.372	92.04	92.378	91.291	92.149	92.23	92.236	92.73	92.684	92.717	92.973	93.94	92.464	93.688	92.865	92.362	92.368	92.732	92.811	3350	92.73	91.291	93.94	92.362		1.43900000000001	1.578
3550	92.695	93.085	93.293	92.952	93.284	92.19	93.061	93.064	93.108	93.628	93.601	93.591	93.892	94.872	93.367	94.659	93.769	93.266	93.241	93.642	93.726	3550	93.628	92.19	94.872	93.241		1.438	1.631
3750	93.674	94.078	94.29	93.94	94.272	93.15	94.052	93.986	94.053	94.59	94.593	94.543	94.889	95.866	94.344	95.709	94.749	94.244	94.195	94.63	94.713	3750	94.59	93.15	95.866	94.195		1.44	1.67100000000001
4000	95.021	95.441	95.656	95.308	95.623	94.478	95.415	95.275	95.391	95.952	95.963	95.871	96.258	97.25	95.693	97.146	96.109	95.601	95.517	95.996	96.083	4000	95.952	94.478	97.25	95.517		1.474	1.733
4250	96.554	96.992	97.203	96.843	97.161	95.994	96.979	96.738	96.924	97.511	97.516	97.381	97.812	98.823	97.228	98.786	97.662	97.144	97.042	97.546	97.639	4250	97.511	95.994	98.823	97.042		1.517	1.78099999999999
4500	98.332	98.757	98.98	98.593	98.939	97.756	98.782	98.44	98.693	99.303	99.302	99.157	99.613	100.64	98.994	100.671	99.455	98.93	98.808	99.349	99.446	4500	99.303	97.756	100.671	98.808		1.547	1.863
4750	100.36	100.819	101.051	100.63	100.998	99.862	100.851	100.444	100.738	101.383	101.377	101.283	101.715	102.753	101.046	102.854	101.516	101.005	100.861	101.43	101.523	4750	101.383	99.862	102.854	100.861		1.521	1.99299999999999
5000	102.741	103.21	103.442	103.004	103.392	102.239	103.261	102.801	103.126	103.791	103.789	103.697	104.127	105.216	103.411	105.386	103.915	103.402	103.263	103.819	103.925	5000	103.791	102.239	105.386	103.263		1.55199999999999	2.12299999999999
5300	105.977	106.444	106.693	106.235	106.631	105.422	106.507	105.963	106.333	107.048	107.053	106.91	107.405	108.506	106.632	108.826	107.166	106.632	106.452	107.059	107.174	5300	107.048	105.422	108.826	106.452		1.626	2.37399999999999
5600	108.76	109.219	109.541	109.093	109.475	108.251	109.354	108.8	109.152	109.921	109.97	109.811	110.333	111.466	109.497	111.948	110.038	109.536	109.308	109.958	110.072	5600	109.921	108.251	111.948	109.308		1.67	2.63999999999999
6000	108.786	109.227	109.743	109.342	109.599	108.387	109.513	109.084	109.27	110.101	110.275	110.121	110.692	111.865	109.802	112.673	110.306	109.855	109.551	110.345	110.429	6000	110.101	108.387	112.673	109.551		1.714	3.122
6300	107.189	107.66	108.242	107.839	108.038	106.814	107.995	107.533	107.702	108.568	108.817	108.665	109.278	110.496	108.334	111.618	108.844	108.359	108.01	108.957	109.012	6300	108.568	106.814	111.618	108.01		1.75400000000001	3.60799999999999
6700	105.578	106.092	106.732	106.303	106.464	105.247	106.484	105.932	106.132	107.061	107.363	107.301	107.894	109.198	106.827	110.89	107.41	106.832	106.425	107.596	107.594	6700	107.061	105.247	110.89	106.425		1.81400000000001	4.465
7100	104.903	105.465	106.239	105.795	105.873	104.613	106.001	105.334	105.538	106.552	106.948	106.949	107.579	109.001	106.347	111.565	107.053	106.302	105.828	107.276	107.223	7100	106.552	104.613	111.565	105.828		1.93900000000001	5.73699999999999
7500	105.097	105.774	106.772	106.242	106.219	104.901	106.466	105.558	105.774	106.984	107.562	107.609	108.312	109.89	106.76	113.621	107.7	106.739	106.12	107.625	107.912	7500	106.984	104.901	113.621	106.12		2.083	7.50099999999999
8000	106.351	107.187	108.441	107.838	107.631	106.309	108.003	106.775	107.101	108.59	109.482	109.646	110.457	112.368	107.04	113.879	109.648	108.381	107.497	107.929	109.547	8000	108.59	106.309	113.879	107.04		2.28100000000001	6.839
8500	108.715	109.771	110.417	110.139	110.352	108.697	110.694	108.983	109.644	111.549	112.538	112.718	113.442	115.842	109.563	108.532	112.145	111.261	109.988	110.922	112.054	8500	111.549	108.697	115.842	108.532		2.852	7.31
9000	112.886	114.43	114.535	113.619	114.537	112.632	114.895	112.073	114.069	115.562	116.17	114.025	116.114	115.717	113.674	103.776	115.534	115.723	113.532	115.894	115.659	9000	115.562	112.073	116.17	103.776		3.489	12.394
9500	117.926	119.473	117.52	117.183	118.372	116.546	118.121	115.016	117.994	117.327	114.668	111.017	113.817	112.699	118.291	107.402	115.995	117.975	116.469	116.717	115.392	9500	119.473	115.016	118.291	107.402		4.45699999999999	10.889
10000	117.344	116.977	114.137	114.831	116.042	115.255	115.006	114.425	116.131	114.435	111.751	107.552	110.89	111.829	115.86	111.564	113.262	114.714	114.798	113.585	112.829	10000	117.344	114.137	115.86	107.552		3.20699999999999	8.30799999999999
10600	114.403	114.043	111.029	112.186	113.81	112.955	112.133	112.978	113.768	112.524	111.944	108.706	110.576	110.774	113.291	110.39	112.358	112.393	113.069	112.484	111.397	10600	114.403	111.029	113.291	108.706		3.37400000000001	4.58499999999999
11200	114.742	114.09	113.463	113.832	114.218	113.525	113.322	113.526	114.477	113.41	113.115	113.474	112.718	111.975	113.762	111.396	113.522	113.452	113.659	113.354	112.437	11200	114.742	113.322	113.762	111.396		1.42	2.366
11800	119.644	120.196	120.694	119.4	119.559	119.144	119.335	118.469	119.214	118.82	118.525	118.518	118.066	117.585	119.211	116.927	118.911	118.69	118.825	118.712	117.756	11800	120.694	118.469	119.211	116.927		2.22500000000001	2.28399999999999
12500	116.807	117.3	117.719	117.266	116.817	116.487	116.521	117.113	116.728	116.591	116.62	116.233	116.636	115.895	117.562	115.34	117.179	117.228	117.218	116.948	115.892	12500	117.719	116.487	117.562	115.34		1.232	2.22199999999999
13200	108.198	108.535	108.858	108.237	107.954	107.599	108.016	107.93	107.959	107.794	107.754	107.258	107.811	107.231	108.849	106.838	108.449	108.165	108.192	108.059	107.306	13200	108.858	107.599	108.849	106.838		1.259	2.01100000000001
14000	103.332	103.797	103.884	103.379	102.99	102.772	103.194	103.047	103.131	102.933	102.998	102.666	103.098	102.769	103.902	102.234	103.712	103.264	103.209	103.19	103.562	14000	103.884	102.772	103.902	102.234		1.11199999999999	1.66800000000001
15000	100.812	101.255	101.26	100.737	100.714	100.275	100.67	100.602	100.713	100.602	100.533	100.526	100.562	100.704	101.213	99.882	101.168	100.78	100.765	100.562	101.414	15000	101.26	100.275	101.414	99.882		0.984999999999999	1.532
16000	101.37	101.791	101.754	101.117	101.975	100.732	101.164	100.882	101.26	101.102	100.964	100.98	101.046	101.337	101.668	100.657	101.622	101.096	101.12	101.197	101.863	16000	101.975	100.732	101.863	100.657		1.24299999999999	1.206
17000	105.887	106.431	106.341	105.552	106.403	105.152	105.687	105.089	105.686	105.523	105.398	105.375	105.615	105.783	106.098	105.419	106.13	105.356	105.369	105.664	106.316	17000	106.431	105.089	106.316	105.356		1.342	0.960000000000008
18000	108.204	108.52	108.792	108.708	109.047	107.84	108.284	108.744	108.281	108.545	108.604	108.545	108.684	109.001	108.997	108.563	109.129	108.793	108.74	108.621	109.324	18000	109.047	107.84	109.324	108.545		1.20699999999999	0.778999999999996
19000	100.633	101.007	101.171	100.906	101.429	100.32	100.761	100.905	100.72	100.965	100.928	100.981	101.013	101.435	101.263	101.194	101.512	101.111	101.111	100.973	101.63	19000	101.429	100.32	101.63	100.928		1.10900000000001	0.701999999999998
20000	98.006	98.396	98.452	98.031	98.665	97.545	98.053	97.932	98.028	98.165	98.129	98.257	98.217	98.641	98.431	98.583	98.719	98.174	98.195	98.176	98.799	20000	98.665	97.545	98.799	98.129		1.12	0.670000000000002
21200	98.216	98.629	98.68	98.247	98.809	97.746	98.308	98.133	98.276	98.387	98.37	98.511	98.503	98.91	98.575	98.755	99.028	98.351	98.416	98.408	99.001	21200	98.809	97.746	99.028	98.351		1.063	0.677000000000007
22400	93.915	94.243	94.344	94.103	94.49	93.426	93.977	94.065	93.991	94.127	94.264	94.493	94.366	94.778	94.336	95.108	94.861	94.201	94.238	94.192	94.843	22400	94.49	93.426	95.108	94.192		1.06399999999999	0.916000000000011
23600	94.206	94.633	94.634	94.003	94.702	93.64	94.278	93.894	94.181	94.294	94.367	94.636	94.449	94.896	94.326	95.895	94.954	94.179	94.16	94.211	95.18	23600	94.702	93.64	95.895	94.16		1.062	1.735
25000	102.747	103.301	103.174	102.165	103.158	102.055	102.887	101.889	102.599	102.66	102.693	102.909	102.808	103.289	102.617	105.036	103.351	102.261	102.294	102.564	103.886	25000	103.301	101.889	105.036	102.261		1.41200000000001	2.77500000000001
26500	99.434	99.853	99.998	99.83	100.187	98.982	99.855	99.928	99.729	99.9	100.159	100.361	100.502	100.911	100.085	102.07	101.074	100.088	100.029	100.162	101.845	26500	100.187	98.982	102.07	100.029		1.205	2.041
28000	97.434	98.146	97.945	97.321	98.056	96.661	98.073	97.364	97.638	97.626	97.882	98.4	98.136	98.762	97.788	94.984	98.665	97.702	97.499	98.048	99.557	28000	98.146	96.661	99.557	94.984		1.485	4.57300000000001
30000	107.93	108.536	108.503	107.901	108.487	107.493	108.106	107.089	107.377	108.129	108.734	109.706	107.873	109.635	107.016	103.246	109.542	106.752	107.825	108.044	110.468	30000	108.536	107.089	110.468	103.246		1.447	7.22200000000001
31500	102.061	102.482	102.931	103	102.929	102.392	102.444	103.088	102.595	103.093	103.876	105.122	103.482	104.991	102.593	100.204	104.766	102.774	102.78	103.072	105.655	31500	103.093	102.061	105.655	100.204		1.032	5.45100000000001
33500	105.112	105.79	105.714	105.332	104.868	104.738	105.383	104.595	105.22	105.27	106.289	106.955	105.146	107.362	104.794	102.119	106.488	104.248	104.779	105.649	106.58	33500	105.79	104.595	107.362	102.119		1.19500000000001	5.24299999999999
35500	102.922	103.191	103.754	103.379	103.454	102.885	103.167	103.394	103.27	103.185	104.271	103.761	104.543	105.397	103.392	102.04	104.747	103.172	103.542	103.765	105.2	35500	103.754	102.885	105.397	102.04		0.869	3.357
37500	98.35	98.024	98.451	97.474	97.483	97.388	97.205	98.423	98.008	96.962	98.682	96.975	98.723	98.535	98.098	93.65	97.641	97.965	99.027	99.174	97.221	37500	98.451	96.962	99.174	93.65		1.48899999999999	5.524
40000	91.172	90.217	93.148	93.152	90.904	93.45	91.055	95.827	92.173	93.749	93.497	92.367	92.857	93.462	91.583	91.3	91.831	93.246	94.327	93.219	92.371	40000							
