## GRAPH 
		〔bg=#D9D9D9,b〕구       분			〔bg=#D9D9D9,b〕SPL(1.2W)						〔bg=#D9D9D9,b〕Fo  (675±120Hz)		〔bg=#D9D9D9,b〕THD_%  (200Hz)		〔bg=#D9D9D9,b〕THD_%  (400Hz)		〔bg=#D9D9D9,b〕THD_%  (1000Hz)																																																																																														 
					〔bg=#D9D9D9,b〕100~750 Hz  (200, 400, 560, 710Hz Avg)  (109.2±3dB)		〔bg=#D9D9D9,b〕800 - 1.5kHz  (0.8, 1.0, 1.2, 1.5kHz)  (118.3±2dB)		〔bg=#D9D9D9,b〕1.6 - 14kHz  (Avg)  (115.8±3dB)																																																																																																						 
		〔bg=#FFE699,b〕SPEC		〔bg=#FFE699,b〕Upper	〔bg=#FFE699,b〕112.20_		〔bg=#FFE699,b〕120.30_		〔bg=#FFE699,b〕118.80_		〔bg=#FFE699,b〕795.00_		〔bg=#FFE699,b〕45.00_		〔bg=#FFE699,b〕25.00_		〔bg=#FFE699,b〕8.00_																																																																																														 
				〔bg=#FFE699,b〕Center	〔bg=#E2EFDA,b〕109.20_		〔bg=#E2EFDA,b〕118.30_		〔bg=#E2EFDA,b〕115.80_		〔bg=#E2EFDA,b〕675.00_		〔bg=#E2EFDA,b〕45.00_		〔bg=#E2EFDA,b〕25.00_		〔bg=#E2EFDA,b〕8.00_																																																																																														 
〔fg=#FFFFFF〕2	〔fg=#FFFFFF〕2	〔b〕STD			〔b〕101.23_	〔fg=#FF0000,b〕-7.97	〔b〕116.32_	〔fg=#FF0000,b〕-1.98	〔b〕113.77_	〔fg=#FF0000,b〕-2.03	〔b〕872.95_	〔fg=#FF0000,b〕+197.95	〔b〕13.09_	〔fg=#FF0000,b〕-31.91	〔b〕13.05_	〔fg=#FF0000,b〕-11.95	〔b〕2.02_	〔fg=#FF0000,b〕-5.98																																																																																													 
〔fg=#FFFFFF〕32	〔fg=#FFFFFF〕32	〔b〕Normal			〔b〕100.24_	〔fg=#FF0000,b〕-8.96	〔b〕116.13_	〔fg=#FF0000,b〕-2.17	〔b〕114.08_	〔fg=#FF0000,b〕-1.72	〔b〕918.65_	〔fg=#FF0000,b〕+243.65	〔b〕12.03_	〔fg=#FF0000,b〕-32.97	〔b〕14.00_	〔fg=#FF0000,b〕-11.00	〔b〕2.93_	〔fg=#FF0000,b〕-5.07																																																																																													 
〔fg=#FFFFFF〕54	〔fg=#FFFFFF〕54	〔b〕Test Bond SJ4765			〔b〕100.42_	〔fg=#FF0000,b〕-8.78	〔b〕116.10_	〔fg=#FF0000,b〕-2.20	〔b〕114.02_	〔fg=#FF0000,b〕-1.78	〔b〕911.02_	〔fg=#FF0000,b〕+236.02	〔b〕11.82_	〔fg=#FF0000,b〕-33.18	〔b〕12.34_	〔fg=#FF0000,b〕-12.66	〔b〕2.64_	〔fg=#FF0000,b〕-5.36																																																																																													 
 
## RAW DATA 
	〔b〕Test Sample Name 1		〔bg=#E2EFDA〕Normal					STD																														Normal																						Test Bond SJ4765																						0																						0																						0 
							670	〔bg=#FFC000〕7.60089	〔bg=#C6E0B4〕7.60089									〔bg=#E2EFDA〕7.32671	〔bg=#E2EFDA〕7.30624	〔bg=#E2EFDA〕7.30632	〔bg=#E2EFDA〕7.3687	〔bg=#E2EFDA〕7.29306	〔bg=#E2EFDA〕7.38286	〔bg=#E2EFDA〕7.31332	〔bg=#E2EFDA〕7.37304	〔bg=#E2EFDA〕7.29156	〔bg=#E2EFDA〕7.34911											〔bg=#FFC000〕7.331092		〔bg=#E2EFDA〕7.40256	〔bg=#E2EFDA〕7.33375	〔bg=#E2EFDA〕7.35422	〔bg=#E2EFDA〕7.36353	〔bg=#E2EFDA〕7.3503	〔bg=#E2EFDA〕7.35299	〔bg=#E2EFDA〕7.32964	〔bg=#E2EFDA〕7.41182	〔bg=#E2EFDA〕7.34996	〔bg=#E2EFDA〕7.25555											〔bg=#FFC000〕7.350432																						〔bg=#FFC000〕#DIV/0!																						〔bg=#FFC000〕#DIV/0!																						〔bg=#FFC000〕#DIV/0!
							710	〔bg=#FFC000〕7.84161	〔bg=#C6E0B4〕7.84161									〔bg=#E2EFDA〕7.49733	〔bg=#E2EFDA〕7.48654	〔bg=#E2EFDA〕7.48684	〔bg=#E2EFDA〕7.55498	〔bg=#E2EFDA〕7.46538	〔bg=#E2EFDA〕7.54997	〔bg=#E2EFDA〕7.48643	〔bg=#E2EFDA〕7.54164	〔bg=#E2EFDA〕7.45428	〔bg=#E2EFDA〕7.51463											〔bg=#FFC000〕7.503802		〔bg=#E2EFDA〕7.59806	〔bg=#E2EFDA〕7.51044	〔bg=#E2EFDA〕7.53125	〔bg=#E2EFDA〕7.54994	〔bg=#E2EFDA〕7.53302	〔bg=#E2EFDA〕7.53008	〔bg=#E2EFDA〕7.51318	〔bg=#E2EFDA〕7.61124	〔bg=#E2EFDA〕7.52602	〔bg=#E2EFDA〕7.41716											〔bg=#FFC000〕7.532039																						〔bg=#FFC000〕#DIV/0!																						〔bg=#FFC000〕#DIV/0!																						〔bg=#FFC000〕#DIV/0!
							750	〔bg=#FFC000〕8.13171	〔bg=#C6E0B4〕8.13171									〔bg=#E2EFDA〕7.69583	〔bg=#E2EFDA〕7.70434	〔bg=#E2EFDA〕7.70232	〔bg=#E2EFDA〕7.77923	〔bg=#E2EFDA〕7.67032	〔bg=#E2EFDA〕7.75375	〔bg=#E2EFDA〕7.6958	〔bg=#E2EFDA〕7.74406	〔bg=#E2EFDA〕7.64853	〔bg=#E2EFDA〕7.71433											〔bg=#FFC000〕7.710851		〔bg=#E2EFDA〕7.82737	〔bg=#E2EFDA〕7.71837	〔bg=#E2EFDA〕7.73535	〔bg=#E2EFDA〕7.76857	〔bg=#E2EFDA〕7.7479	〔bg=#E2EFDA〕7.73677	〔bg=#E2EFDA〕7.73487	〔bg=#E2EFDA〕7.84852	〔bg=#E2EFDA〕7.73592	〔bg=#E2EFDA〕7.61552											〔bg=#FFC000〕7.746916																						〔bg=#FFC000〕#DIV/0!																						〔bg=#FFC000〕#DIV/0!																						〔bg=#FFC000〕#DIV/0!
							800	〔bg=#FFC000〕8.50948	〔bg=#C6E0B4〕8.50948									〔bg=#E2EFDA〕7.97685	〔bg=#E2EFDA〕8.01359	〔bg=#E2EFDA〕8.00411	〔bg=#E2EFDA〕8.0943	〔bg=#E2EFDA〕7.95714	〔bg=#E2EFDA〕8.05797	〔bg=#E2EFDA〕8.00133	〔bg=#E2EFDA〕8.03839	〔bg=#E2EFDA〕7.93172	〔bg=#E2EFDA〕8.00279											〔bg=#FFC000〕8.007819		〔bg=#E2EFDA〕8.13745	〔bg=#E2EFDA〕8.0127	〔bg=#E2EFDA〕8.01532	〔bg=#E2EFDA〕8.06899	〔bg=#E2EFDA〕8.04294	〔bg=#E2EFDA〕8.02237	〔bg=#E2EFDA〕8.04826	〔bg=#E2EFDA〕8.16911	〔bg=#E2EFDA〕8.03378	〔bg=#E2EFDA〕7.90876											〔bg=#FFC000〕8.045968																						〔bg=#FFC000〕#DIV/0!																						〔bg=#FFC000〕#DIV/0!																						〔bg=#FFC000〕#DIV/0!
							850	〔bg=#FFC000〕8.78623	〔bg=#C6E0B4〕8.78623									〔bg=#E2EFDA〕8.24935	〔bg=#E2EFDA〕8.30668	〔bg=#E2EFDA〕8.28315	〔bg=#E2EFDA〕8.37774	〔bg=#E2EFDA〕8.22616	〔bg=#E2EFDA〕8.36831	〔bg=#E2EFDA〕8.31133	〔bg=#E2EFDA〕8.3246	〔bg=#E2EFDA〕8.21605	〔bg=#E2EFDA〕8.28366											〔bg=#FFC000〕8.294703		〔bg=#E2EFDA〕8.40279	〔bg=#E2EFDA〕8.29046	〔bg=#E2EFDA〕8.28861	〔bg=#E2EFDA〕8.32805	〔bg=#E2EFDA〕8.30701	〔bg=#E2EFDA〕8.29398	〔bg=#E2EFDA〕8.33472	〔bg=#E2EFDA〕8.4412	〔bg=#E2EFDA〕8.3116	〔bg=#E2EFDA〕8.21015											〔bg=#FFC000〕8.320857																						〔bg=#FFC000〕#DIV/0!																						〔bg=#FFC000〕#DIV/0!																						〔bg=#FFC000〕#DIV/0!
							900	〔bg=#FFC000〕8.84433	〔bg=#C6E0B4〕8.84433									〔bg=#E2EFDA〕8.43435	〔bg=#E2EFDA〕8.49299	〔bg=#E2EFDA〕8.45689	〔bg=#E2EFDA〕8.53713	〔bg=#E2EFDA〕8.39574	〔bg=#E2EFDA〕8.59535	〔bg=#E2EFDA〕8.54195	〔bg=#E2EFDA〕8.5206	〔bg=#E2EFDA〕8.42459	〔bg=#E2EFDA〕8.4814											〔bg=#FFC000〕8.488099		〔bg=#E2EFDA〕8.53745	〔bg=#E2EFDA〕8.4727	〔bg=#E2EFDA〕8.48286	〔bg=#E2EFDA〕8.46841	〔bg=#E2EFDA〕8.46139	〔bg=#E2EFDA〕8.4685	〔bg=#E2EFDA〕8.50624	〔bg=#E2EFDA〕8.57132	〔bg=#E2EFDA〕8.48571	〔bg=#E2EFDA〕8.44463											〔bg=#FFC000〕8.489921																						〔bg=#FFC000〕#DIV/0!																						〔bg=#FFC000〕#DIV/0!																						〔bg=#FFC000〕#DIV/0!
							950	〔bg=#FFC000〕8.66079	〔bg=#C6E0B4〕8.66079									〔bg=#E2EFDA〕8.4535	〔bg=#E2EFDA〕8.49268	〔bg=#E2EFDA〕8.45246	〔bg=#E2EFDA〕8.5018	〔bg=#E2EFDA〕8.39591	〔bg=#E2EFDA〕8.64575	〔bg=#E2EFDA〕8.59752	〔bg=#E2EFDA〕8.54077	〔bg=#E2EFDA〕8.47185	〔bg=#E2EFDA〕8.51683											〔bg=#FFC000〕8.506907		〔bg=#E2EFDA〕8.48089	〔bg=#E2EFDA〕8.48034	〔bg=#E2EFDA〕8.51055	〔bg=#E2EFDA〕8.42905	〔bg=#E2EFDA〕8.44242	〔bg=#E2EFDA〕8.46885	〔bg=#E2EFDA〕8.48732	〔bg=#E2EFDA〕8.50411	〔bg=#E2EFDA〕8.48376	〔bg=#E2EFDA〕8.52088											〔bg=#FFC000〕8.480817																						〔bg=#FFC000〕#DIV/0!																						〔bg=#FFC000〕#DIV/0!																						〔bg=#FFC000〕#DIV/0!
							1000	〔bg=#FFC000〕8.35679	〔bg=#C6E0B4〕8.35679									〔bg=#E2EFDA〕8.32809	〔bg=#E2EFDA〕8.33311	〔bg=#E2EFDA〕8.30233	〔bg=#E2EFDA〕8.31833	〔bg=#E2EFDA〕8.25642	〔bg=#E2EFDA〕8.5282	〔bg=#E2EFDA〕8.48448	〔bg=#E2EFDA〕8.41107	〔bg=#E2EFDA〕8.36541	〔bg=#E2EFDA〕8.40664											〔bg=#FFC000〕8.373408		〔bg=#E2EFDA〕8.28706	〔bg=#E2EFDA〕8.3387	〔bg=#E2EFDA〕8.38749	〔bg=#E2EFDA〕8.25746	〔bg=#E2EFDA〕8.28866	〔bg=#E2EFDA〕8.32318	〔bg=#E2EFDA〕8.31343	〔bg=#E2EFDA〕8.30011	〔bg=#E2EFDA〕8.33366	〔bg=#E2EFDA〕8.43351											〔bg=#FFC000〕8.326326																						〔bg=#FFC000〕#DIV/0!																						〔bg=#FFC000〕#DIV/0!																						〔bg=#FFC000〕#DIV/0!
							1060	〔bg=#FFC000〕7.97262	〔bg=#C6E0B4〕7.97262									〔bg=#E2EFDA〕8.04904	〔bg=#E2EFDA〕8.01572	〔bg=#E2EFDA〕8.00331	〔bg=#E2EFDA〕7.99386	〔bg=#E2EFDA〕7.97338	〔bg=#E2EFDA〕8.22833	〔bg=#E2EFDA〕8.18569	〔bg=#E2EFDA〕8.12	〔bg=#E2EFDA〕8.09018	〔bg=#E2EFDA〕8.13676											〔bg=#FFC000〕8.079627		〔bg=#E2EFDA〕7.96585	〔bg=#E2EFDA〕8.04177	〔bg=#E2EFDA〕8.10146	〔bg=#E2EFDA〕7.95383	〔bg=#E2EFDA〕7.99347	〔bg=#E2EFDA〕8.02701	〔bg=#E2EFDA〕7.99413	〔bg=#E2EFDA〕7.96901	〔bg=#E2EFDA〕8.03039	〔bg=#E2EFDA〕8.16286											〔bg=#FFC000〕8.023978																						〔bg=#FFC000〕#DIV/0!																						〔bg=#FFC000〕#DIV/0!																						〔bg=#FFC000〕#DIV/0!
							1120	〔bg=#FFC000〕7.65146	〔bg=#C6E0B4〕7.65146									〔bg=#E2EFDA〕7.74794	〔bg=#E2EFDA〕7.69387	〔bg=#E2EFDA〕7.69467	〔bg=#E2EFDA〕7.67726	〔bg=#E2EFDA〕7.67552	〔bg=#E2EFDA〕7.89974	〔bg=#E2EFDA〕7.8513	〔bg=#E2EFDA〕7.81104	〔bg=#E2EFDA〕7.78548	〔bg=#E2EFDA〕7.83662											〔bg=#FFC000〕7.767344		〔bg=#E2EFDA〕7.65615	〔bg=#E2EFDA〕7.73228	〔bg=#E2EFDA〕7.79215	〔bg=#E2EFDA〕7.65581	〔bg=#E2EFDA〕7.6937	〔bg=#E2EFDA〕7.71863	〔bg=#E2EFDA〕7.67724	〔bg=#E2EFDA〕7.65688	〔bg=#E2EFDA〕7.71992	〔bg=#E2EFDA〕7.84464											〔bg=#FFC000〕7.71474																						〔bg=#FFC000〕#DIV/0!																						〔bg=#FFC000〕#DIV/0!																						〔bg=#FFC000〕#DIV/0!
							1180	〔bg=#FFC000〕7.41755	〔bg=#C6E0B4〕7.41755									〔bg=#E2EFDA〕7.48979	〔bg=#E2EFDA〕7.43175	〔bg=#E2EFDA〕7.43651	〔bg=#E2EFDA〕7.42141	〔bg=#E2EFDA〕7.42448	〔bg=#E2EFDA〕7.61856	〔bg=#E2EFDA〕7.56565	〔bg=#E2EFDA〕7.55104	〔bg=#E2EFDA〕7.5215	〔bg=#E2EFDA〕7.57358											〔bg=#FFC000〕7.503427		〔bg=#E2EFDA〕7.4096	〔bg=#E2EFDA〕7.47273	〔bg=#E2EFDA〕7.52443	〔bg=#E2EFDA〕7.41152	〔bg=#E2EFDA〕7.44316	〔bg=#E2EFDA〕7.46128	〔bg=#E2EFDA〕7.41984	〔bg=#E2EFDA〕7.41096	〔bg=#E2EFDA〕7.46347	〔bg=#E2EFDA〕7.56186											〔bg=#FFC000〕7.457885																						〔bg=#FFC000〕#DIV/0!																						〔bg=#FFC000〕#DIV/0!																						〔bg=#FFC000〕#DIV/0!
							1250	〔bg=#FFC000〕7.22781	〔bg=#C6E0B4〕7.22781									〔bg=#E2EFDA〕7.26144	〔bg=#E2EFDA〕7.20656	〔bg=#E2EFDA〕7.21313	〔bg=#E2EFDA〕7.20482	〔bg=#E2EFDA〕7.20713	〔bg=#E2EFDA〕7.37631	〔bg=#E2EFDA〕7.31386	〔bg=#E2EFDA〕7.32548	〔bg=#E2EFDA〕7.29109	〔bg=#E2EFDA〕7.33994											〔bg=#FFC000〕7.273976		〔bg=#E2EFDA〕7.20054	〔bg=#E2EFDA〕7.24682	〔bg=#E2EFDA〕7.28791	〔bg=#E2EFDA〕7.20369	〔bg=#E2EFDA〕7.22496	〔bg=#E2EFDA〕7.23943	〔bg=#E2EFDA〕7.20211	〔bg=#E2EFDA〕7.20501	〔bg=#E2EFDA〕7.24052	〔bg=#E2EFDA〕7.31018											〔bg=#FFC000〕7.236117																						〔bg=#FFC000〕#DIV/0!																						〔bg=#FFC000〕#DIV/0!																						〔bg=#FFC000〕#DIV/0!
							1320	〔bg=#FFC000〕7.10201	〔bg=#C6E0B4〕7.10201									〔bg=#E2EFDA〕7.10403	〔bg=#E2EFDA〕7.05353	〔bg=#E2EFDA〕7.05817	〔bg=#E2EFDA〕7.05694	〔bg=#E2EFDA〕7.05485	〔bg=#E2EFDA〕7.21058	〔bg=#E2EFDA〕7.1402	〔bg=#E2EFDA〕7.16874	〔bg=#E2EFDA〕7.1313	〔bg=#E2EFDA〕7.17472											〔bg=#FFC000〕7.115306		〔bg=#E2EFDA〕7.05636	〔bg=#E2EFDA〕7.09146	〔bg=#E2EFDA〕7.12308	〔bg=#E2EFDA〕7.06099	〔bg=#E2EFDA〕7.07407	〔bg=#E2EFDA〕7.08731	〔bg=#E2EFDA〕7.05367	〔bg=#E2EFDA〕7.06434	〔bg=#E2EFDA〕7.08706	〔bg=#E2EFDA〕7.13143											〔bg=#FFC000〕7.082977																						〔bg=#FFC000〕#DIV/0!																						〔bg=#FFC000〕#DIV/0!																						〔bg=#FFC000〕#DIV/0!
							1400	〔bg=#FFC000〕7.00666	〔bg=#C6E0B4〕7.00666									〔bg=#E2EFDA〕6.98048	〔bg=#E2EFDA〕6.93729	〔bg=#E2EFDA〕6.93956	〔bg=#E2EFDA〕6.94262	〔bg=#E2EFDA〕6.9378	〔bg=#E2EFDA〕7.08339	〔bg=#E2EFDA〕7.00618	〔bg=#E2EFDA〕7.04914	〔bg=#E2EFDA〕7.00936	〔bg=#E2EFDA〕7.04673											〔bg=#FFC000〕6.993255		〔bg=#E2EFDA〕6.94659	〔bg=#E2EFDA〕6.97102	〔bg=#E2EFDA〕6.99403	〔bg=#E2EFDA〕6.94953	〔bg=#E2EFDA〕6.95709	〔bg=#E2EFDA〕6.96961	〔bg=#E2EFDA〕6.94063	〔bg=#E2EFDA〕6.95632	〔bg=#E2EFDA〕6.96899	〔bg=#E2EFDA〕6.9937											〔bg=#FFC000〕6.964751																						〔bg=#FFC000〕#DIV/0!																						〔bg=#FFC000〕#DIV/0!																						〔bg=#FFC000〕#DIV/0!
							1500	〔bg=#FFC000〕6.93465	〔bg=#C6E0B4〕6.93465									〔bg=#E2EFDA〕6.88583	〔bg=#E2EFDA〕6.84726	〔bg=#E2EFDA〕6.84719	〔bg=#E2EFDA〕6.85631	〔bg=#E2EFDA〕6.8472	〔bg=#E2EFDA〕6.98536	〔bg=#E2EFDA〕6.9022	〔bg=#E2EFDA〕6.95605	〔bg=#E2EFDA〕6.91434	〔bg=#E2EFDA〕6.94631											〔bg=#FFC000〕6.898805		〔bg=#E2EFDA〕6.86175	〔bg=#E2EFDA〕6.87955	〔bg=#E2EFDA〕6.89432	〔bg=#E2EFDA〕6.8645	〔bg=#E2EFDA〕6.86631	〔bg=#E2EFDA〕6.87996	〔bg=#E2EFDA〕6.85407	〔bg=#E2EFDA〕6.8733	〔bg=#E2EFDA〕6.87881	〔bg=#E2EFDA〕6.88585											〔bg=#FFC000〕6.873842																						〔bg=#FFC000〕#DIV/0!																						〔bg=#FFC000〕#DIV/0!																						〔bg=#FFC000〕#DIV/0!
							1600	〔bg=#FFC000〕6.89363	〔bg=#C6E0B4〕6.89363									〔bg=#E2EFDA〕6.82864	〔bg=#E2EFDA〕6.79527	〔bg=#E2EFDA〕6.79216	〔bg=#E2EFDA〕6.80496	〔bg=#E2EFDA〕6.79269	〔bg=#E2EFDA〕6.92779	〔bg=#E2EFDA〕6.84054	〔bg=#E2EFDA〕6.90271	〔bg=#E2EFDA〕6.85849	〔bg=#E2EFDA〕6.88659											〔bg=#FFC000〕6.842984		〔bg=#E2EFDA〕6.8123	〔bg=#E2EFDA〕6.82522	〔bg=#E2EFDA〕6.83527	〔bg=#E2EFDA〕6.81364	〔bg=#E2EFDA〕6.81321	〔bg=#E2EFDA〕6.8268	〔bg=#E2EFDA〕6.80381	〔bg=#E2EFDA〕6.8249	〔bg=#E2EFDA〕6.82545	〔bg=#E2EFDA〕6.82127											〔bg=#FFC000〕6.820187																						〔bg=#FFC000〕#DIV/0!																						〔bg=#FFC000〕#DIV/0!																						〔bg=#FFC000〕#DIV/0!
							1700	〔bg=#FFC000〕6.86976	〔bg=#C6E0B4〕6.86976									〔bg=#E2EFDA〕6.7943	〔bg=#E2EFDA〕6.76329	〔bg=#E2EFDA〕6.75894	〔bg=#E2EFDA〕6.77426	〔bg=#E2EFDA〕6.76029	〔bg=#E2EFDA〕6.89306	〔bg=#E2EFDA〕6.80348	〔bg=#E2EFDA〕6.86999	〔bg=#E2EFDA〕6.82468	〔bg=#E2EFDA〕6.84963											〔bg=#FFC000〕6.809192		〔bg=#E2EFDA〕6.78155	〔bg=#E2EFDA〕6.79179	〔bg=#E2EFDA〕6.79868	〔bg=#E2EFDA〕6.78393	〔bg=#E2EFDA〕6.7811	〔bg=#E2EFDA〕6.79503	〔bg=#E2EFDA〕6.77388	〔bg=#E2EFDA〕6.79542	〔bg=#E2EFDA〕6.79331	〔bg=#E2EFDA〕6.78219											〔bg=#FFC000〕6.787688																						〔bg=#FFC000〕#DIV/0!																						〔bg=#FFC000〕#DIV/0!																						〔bg=#FFC000〕#DIV/0!
							1800	〔bg=#FFC000〕6.85583	〔bg=#C6E0B4〕6.85583									〔bg=#E2EFDA〕6.77283	〔bg=#E2EFDA〕6.74385	〔bg=#E2EFDA〕6.7396	〔bg=#E2EFDA〕6.75585	〔bg=#E2EFDA〕6.74102	〔bg=#E2EFDA〕6.8728	〔bg=#E2EFDA〕6.78075	〔bg=#E2EFDA〕6.84991	〔bg=#E2EFDA〕6.80492	〔bg=#E2EFDA〕6.82742											〔bg=#FFC000〕6.788895		〔bg=#E2EFDA〕6.76383	〔bg=#E2EFDA〕6.77227	〔bg=#E2EFDA〕6.77667	〔bg=#E2EFDA〕6.76581	〔bg=#E2EFDA〕6.76149	〔bg=#E2EFDA〕6.77678	〔bg=#E2EFDA〕6.75674	〔bg=#E2EFDA〕6.77796	〔bg=#E2EFDA〕6.77415	〔bg=#E2EFDA〕6.75868											〔bg=#FFC000〕6.768438																						〔bg=#FFC000〕#DIV/0!																						〔bg=#FFC000〕#DIV/0!																						〔bg=#FFC000〕#DIV/0!
							1900	〔bg=#FFC000〕6.84871	〔bg=#C6E0B4〕6.84871									〔bg=#E2EFDA〕6.76134	〔bg=#E2EFDA〕6.7338	〔bg=#E2EFDA〕6.72905	〔bg=#E2EFDA〕6.74588	〔bg=#E2EFDA〕6.73036	〔bg=#E2EFDA〕6.86141	〔bg=#E2EFDA〕6.7683	〔bg=#E2EFDA〕6.8392	〔bg=#E2EFDA〕6.79312	〔bg=#E2EFDA〕6.81394											〔bg=#FFC000〕6.77764		〔bg=#E2EFDA〕6.75418	〔bg=#E2EFDA〕6.76144	〔bg=#E2EFDA〕6.7645	〔bg=#E2EFDA〕6.75598	〔bg=#E2EFDA〕6.75045	〔bg=#E2EFDA〕6.76676	〔bg=#E2EFDA〕6.74691	〔bg=#E2EFDA〕6.7687	〔bg=#E2EFDA〕6.76379	〔bg=#E2EFDA〕6.74463											〔bg=#FFC000〕6.757734																						〔bg=#FFC000〕#DIV/0!																						〔bg=#FFC000〕#DIV/0!																						〔bg=#FFC000〕#DIV/0!
							2000	〔bg=#FFC000〕6.8472	〔bg=#C6E0B4〕6.8472									〔bg=#E2EFDA〕6.75618	〔bg=#E2EFDA〕6.73014	〔bg=#E2EFDA〕6.72363	〔bg=#E2EFDA〕6.74159	〔bg=#E2EFDA〕6.72514	〔bg=#E2EFDA〕6.85548	〔bg=#E2EFDA〕6.76194	〔bg=#E2EFDA〕6.83445	〔bg=#E2EFDA〕6.78796	〔bg=#E2EFDA〕6.80799											〔bg=#FFC000〕6.77245		〔bg=#E2EFDA〕6.75044	〔bg=#E2EFDA〕6.75729	〔bg=#E2EFDA〕6.75806	〔bg=#E2EFDA〕6.75213	〔bg=#E2EFDA〕6.74511	〔bg=#E2EFDA〕6.76251	〔bg=#E2EFDA〕6.7428	〔bg=#E2EFDA〕6.76534	〔bg=#E2EFDA〕6.7591	〔bg=#E2EFDA〕6.73769											〔bg=#FFC000〕6.753047																						〔bg=#FFC000〕#DIV/0!																						〔bg=#FFC000〕#DIV/0!																						〔bg=#FFC000〕#DIV/0!
							2120	〔bg=#FFC000〕6.84938	〔bg=#C6E0B4〕6.84938									〔bg=#E2EFDA〕6.75522	〔bg=#E2EFDA〕6.73035	〔bg=#E2EFDA〕6.72231	〔bg=#E2EFDA〕6.74183	〔bg=#E2EFDA〕6.72521	〔bg=#E2EFDA〕6.85461	〔bg=#E2EFDA〕6.76058	〔bg=#E2EFDA〕6.83327	〔bg=#E2EFDA〕6.78746	〔bg=#E2EFDA〕6.80657											〔bg=#FFC000〕6.771741		〔bg=#E2EFDA〕6.75112	〔bg=#E2EFDA〕6.75674	〔bg=#E2EFDA〕6.75676	〔bg=#E2EFDA〕6.75233	〔bg=#E2EFDA〕6.74531	〔bg=#E2EFDA〕6.76233	〔bg=#E2EFDA〕6.74367	〔bg=#E2EFDA〕6.76566	〔bg=#E2EFDA〕6.75965	〔bg=#E2EFDA〕6.73462											〔bg=#FFC000〕6.752819																						〔bg=#FFC000〕#DIV/0!																						〔bg=#FFC000〕#DIV/0!																						〔bg=#FFC000〕#DIV/0!
							2240	〔bg=#FFC000〕6.85563	〔bg=#C6E0B4〕6.85563									〔bg=#E2EFDA〕6.75857	〔bg=#E2EFDA〕6.73516	〔bg=#E2EFDA〕6.72669	〔bg=#E2EFDA〕6.74659	〔bg=#E2EFDA〕6.72876	〔bg=#E2EFDA〕6.85849	〔bg=#E2EFDA〕6.76392	〔bg=#E2EFDA〕6.83692	〔bg=#E2EFDA〕6.79072	〔bg=#E2EFDA〕6.80934											〔bg=#FFC000〕6.775516		〔bg=#E2EFDA〕6.7547	〔bg=#E2EFDA〕6.7601	〔bg=#E2EFDA〕6.75981	〔bg=#E2EFDA〕6.75689	〔bg=#E2EFDA〕6.74938	〔bg=#E2EFDA〕6.76684	〔bg=#E2EFDA〕6.74784	〔bg=#E2EFDA〕6.77046	〔bg=#E2EFDA〕6.76288	〔bg=#E2EFDA〕6.73791											〔bg=#FFC000〕6.756681																						〔bg=#FFC000〕#DIV/0!																						〔bg=#FFC000〕#DIV/0!																						〔bg=#FFC000〕#DIV/0!
							2360	〔bg=#FFC000〕6.86229	〔bg=#C6E0B4〕6.86229									〔bg=#E2EFDA〕6.76515	〔bg=#E2EFDA〕6.74253	〔bg=#E2EFDA〕6.73202	〔bg=#E2EFDA〕6.75352	〔bg=#E2EFDA〕6.73472	〔bg=#E2EFDA〕6.86412	〔bg=#E2EFDA〕6.76906	〔bg=#E2EFDA〕6.84241	〔bg=#E2EFDA〕6.79684	〔bg=#E2EFDA〕6.81484											〔bg=#FFC000〕6.781521		〔bg=#E2EFDA〕6.76158	〔bg=#E2EFDA〕6.76577	〔bg=#E2EFDA〕6.76612	〔bg=#E2EFDA〕6.76309	〔bg=#E2EFDA〕6.75486	〔bg=#E2EFDA〕6.77297	〔bg=#E2EFDA〕6.75506	〔bg=#E2EFDA〕6.77731	〔bg=#E2EFDA〕6.76915	〔bg=#E2EFDA〕6.74335											〔bg=#FFC000〕6.762926																						〔bg=#FFC000〕#DIV/0!																						〔bg=#FFC000〕#DIV/0!																						〔bg=#FFC000〕#DIV/0!
							2500	〔bg=#FFC000〕6.87258	〔bg=#C6E0B4〕6.87258									〔bg=#E2EFDA〕6.775	〔bg=#E2EFDA〕6.75137	〔bg=#E2EFDA〕6.74208	〔bg=#E2EFDA〕6.76284	〔bg=#E2EFDA〕6.74449	〔bg=#E2EFDA〕6.87326	〔bg=#E2EFDA〕6.77793	〔bg=#E2EFDA〕6.85103	〔bg=#E2EFDA〕6.80622	〔bg=#E2EFDA〕6.82312											〔bg=#FFC000〕6.790734		〔bg=#E2EFDA〕6.77045	〔bg=#E2EFDA〕6.77564	〔bg=#E2EFDA〕6.77474	〔bg=#E2EFDA〕6.77281	〔bg=#E2EFDA〕6.76477	〔bg=#E2EFDA〕6.78203	〔bg=#E2EFDA〕6.76475	〔bg=#E2EFDA〕6.78649	〔bg=#E2EFDA〕6.77841	〔bg=#E2EFDA〕6.75082											〔bg=#FFC000〕6.772091																						〔bg=#FFC000〕#DIV/0!																						〔bg=#FFC000〕#DIV/0!																						〔bg=#FFC000〕#DIV/0!
