## GRAPH 
		〔bg=#D9D9D9,b〕구       분			〔bg=#D9D9D9,b〕SPL(1.2W)						〔bg=#D9D9D9,b〕Fo  (675±120Hz)		〔bg=#D9D9D9,b〕THD_%  (200Hz)		〔bg=#D9D9D9,b〕THD_%  (400Hz)		〔bg=#D9D9D9,b〕THD_%  (1000Hz)																																																																																														 
					〔bg=#D9D9D9,b〕100~750 Hz  (200, 400, 560, 710Hz Avg)  (109.2±3dB)		〔bg=#D9D9D9,b〕800 - 1.5kHz  (0.8, 1.0, 1.2, 1.5kHz)  (118.3±2dB)		〔bg=#D9D9D9,b〕1.6 - 14kHz  (Avg)  (115.8±3dB)																																																																																																						 
		〔bg=#FFE699,b〕SPEC		〔bg=#FFE699,b〕Upper	〔bg=#FFE699,b〕112.20_		〔bg=#FFE699,b〕120.30_		〔bg=#FFE699,b〕118.80_		〔bg=#FFE699,b〕795.00_		〔bg=#FFE699,b〕45.00_		〔bg=#FFE699,b〕25.00_		〔bg=#FFE699,b〕8.00_																																																																																														 
				〔bg=#FFE699,b〕Center	〔bg=#E2EFDA,b〕109.20_		〔bg=#E2EFDA,b〕118.30_		〔bg=#E2EFDA,b〕115.80_		〔bg=#E2EFDA,b〕675.00_		〔bg=#E2EFDA,b〕45.00_		〔bg=#E2EFDA,b〕25.00_		〔bg=#E2EFDA,b〕8.00_																																																																																														 
〔fg=#FFFFFF〕2	〔fg=#FFFFFF〕2	〔b〕STD			〔b〕101.23_	〔fg=#FF0000,b〕-7.97	〔b〕116.32_	〔fg=#FF0000,b〕-1.98	〔b〕113.77_	〔fg=#FF0000,b〕-2.03	〔b〕872.95_	〔fg=#FF0000,b〕+197.95	〔b〕13.09_	〔fg=#FF0000,b〕-31.91	〔b〕13.05_	〔fg=#FF0000,b〕-11.95	〔b〕2.02_	〔fg=#FF0000,b〕-5.98																																																																																													 
〔fg=#FFFFFF〕32	〔fg=#FFFFFF〕32	〔b〕Normal			〔b〕100.24_	〔fg=#FF0000,b〕-8.96	〔b〕116.13_	〔fg=#FF0000,b〕-2.17	〔b〕114.08_	〔fg=#FF0000,b〕-1.72	〔b〕918.65_	〔fg=#FF0000,b〕+243.65	〔b〕12.03_	〔fg=#FF0000,b〕-32.97	〔b〕14.00_	〔fg=#FF0000,b〕-11.00	〔b〕2.93_	〔fg=#FF0000,b〕-5.07																																																																																													 
〔fg=#FFFFFF〕54	〔fg=#FFFFFF〕54	〔b〕Test Bond SJ4765			〔b〕100.42_	〔fg=#FF0000,b〕-8.78	〔b〕116.10_	〔fg=#FF0000,b〕-2.20	〔b〕114.02_	〔fg=#FF0000,b〕-1.78	〔b〕911.02_	〔fg=#FF0000,b〕+236.02	〔b〕11.82_	〔fg=#FF0000,b〕-33.18	〔b〕12.34_	〔fg=#FF0000,b〕-12.66	〔b〕2.64_	〔fg=#FF0000,b〕-5.36																																																																																													 
 
## RAW DATA 
	〔b〕Test Sample Name 1		〔bg=#E2EFDA〕Normal					STD																														Normal																						Test Bond SJ4765																						0																						0																						0 
〔fg=#F2F2F2〕28	Normal #18						6000	〔bg=#FFC000〕113.89644	〔bg=#C6E0B4〕113.89644					〔bg=#FFC000〕110.89644	〔bg=#FFC000〕116.89644			〔bg=#E2EFDA〕114.13123	〔bg=#E2EFDA〕114.07977	〔bg=#E2EFDA〕114.06268	〔bg=#E2EFDA〕114.16419	〔bg=#E2EFDA〕113.9996	〔bg=#E2EFDA〕114.17215	〔bg=#E2EFDA〕114.23641	〔bg=#E2EFDA〕114.06975	〔bg=#E2EFDA〕113.93357	〔bg=#E2EFDA〕114.32357											〔bg=#FFC000〕114.117292		〔bg=#E2EFDA〕114.12848	〔bg=#E2EFDA〕114.00052	〔bg=#E2EFDA〕114.21131	〔bg=#E2EFDA〕114.01852	〔bg=#E2EFDA〕114.07618	〔bg=#E2EFDA〕113.93396	〔bg=#E2EFDA〕114.00873	〔bg=#E2EFDA〕114.0843	〔bg=#E2EFDA〕114.07876	〔bg=#E2EFDA〕114.26744											〔bg=#FFC000〕114.08082																						〔bg=#FFC000〕#DIV/0!																						〔bg=#FFC000〕#DIV/0!																						〔bg=#FFC000〕#DIV/0!
〔fg=#F2F2F2〕29	Normal #19						6300	〔bg=#FFC000〕114.89834	〔bg=#C6E0B4〕114.89834					〔bg=#FFC000〕111.89834	〔bg=#FFC000〕117.89834			〔bg=#E2EFDA〕114.9537	〔bg=#E2EFDA〕114.86584	〔bg=#E2EFDA〕114.92644	〔bg=#E2EFDA〕115.10258	〔bg=#E2EFDA〕114.87514	〔bg=#E2EFDA〕114.93796	〔bg=#E2EFDA〕115.12521	〔bg=#E2EFDA〕114.9461	〔bg=#E2EFDA〕114.78208	〔bg=#E2EFDA〕115.14601											〔bg=#FFC000〕114.966106		〔bg=#E2EFDA〕115.03869	〔bg=#E2EFDA〕114.86468	〔bg=#E2EFDA〕115.16846	〔bg=#E2EFDA〕114.90111	〔bg=#E2EFDA〕114.97439	〔bg=#E2EFDA〕114.78363	〔bg=#E2EFDA〕114.89571	〔bg=#E2EFDA〕115.00864	〔bg=#E2EFDA〕114.94059	〔bg=#E2EFDA〕115.18937											〔bg=#FFC000〕114.976527																						〔bg=#FFC000〕#DIV/0!																						〔bg=#FFC000〕#DIV/0!																						〔bg=#FFC000〕#DIV/0!
〔fg=#F2F2F2〕30	Normal #20						6700	〔bg=#FFC000〕115.89488	〔bg=#C6E0B4〕115.89488					〔bg=#FFC000〕112.89488	〔bg=#FFC000〕118.89488			〔bg=#E2EFDA〕115.69009	〔bg=#E2EFDA〕115.60431	〔bg=#E2EFDA〕115.71513	〔bg=#E2EFDA〕115.77004	〔bg=#E2EFDA〕115.59146	〔bg=#E2EFDA〕115.70581	〔bg=#E2EFDA〕115.86704	〔bg=#E2EFDA〕115.70125	〔bg=#E2EFDA〕115.57159	〔bg=#E2EFDA〕115.92109											〔bg=#FFC000〕115.713781		〔bg=#E2EFDA〕115.80176	〔bg=#E2EFDA〕115.65312	〔bg=#E2EFDA〕115.94967	〔bg=#E2EFDA〕115.65812	〔bg=#E2EFDA〕115.70831	〔bg=#E2EFDA〕115.56878	〔bg=#E2EFDA〕115.64889	〔bg=#E2EFDA〕115.76155	〔bg=#E2EFDA〕115.67081	〔bg=#E2EFDA〕115.95546											〔bg=#FFC000〕115.737647																						〔bg=#FFC000〕#DIV/0!																						〔bg=#FFC000〕#DIV/0!																						〔bg=#FFC000〕#DIV/0!
〔fg=#F2F2F2〕31	Normal_AVG	〔bg=#FFC000〕918.650873					7100	〔bg=#FFC000〕116.16958	〔bg=#C6E0B4〕116.16958					〔bg=#FFC000〕113.16958	〔bg=#FFC000〕119.16958			〔bg=#E2EFDA〕116.1263	〔bg=#E2EFDA〕116.03584	〔bg=#E2EFDA〕116.17986	〔bg=#E2EFDA〕116.14443	〔bg=#E2EFDA〕116.00606	〔bg=#E2EFDA〕116.16798	〔bg=#E2EFDA〕116.30085	〔bg=#E2EFDA〕116.14203	〔bg=#E2EFDA〕116.04253	〔bg=#E2EFDA〕116.38969											〔bg=#FFC000〕116.153557		〔bg=#E2EFDA〕116.24423	〔bg=#E2EFDA〕116.11766	〔bg=#E2EFDA〕116.36534	〔bg=#E2EFDA〕116.09351	〔bg=#E2EFDA〕116.11966	〔bg=#E2EFDA〕116.02909	〔bg=#E2EFDA〕116.08526	〔bg=#E2EFDA〕116.19261	〔bg=#E2EFDA〕116.08642	〔bg=#E2EFDA〕116.39741											〔bg=#FFC000〕116.173119																						〔bg=#FFC000〕#DIV/0!																						〔bg=#FFC000〕#DIV/0!																						〔bg=#FFC000〕#DIV/0!
							7500	〔bg=#FFC000〕116.26516	〔bg=#C6E0B4〕116.26516					〔bg=#FFC000〕113.26516	〔bg=#FFC000〕119.26516			〔bg=#E2EFDA〕116.43163	〔bg=#E2EFDA〕116.3319	〔bg=#E2EFDA〕116.50696	〔bg=#E2EFDA〕116.40559	〔bg=#E2EFDA〕116.29288	〔bg=#E2EFDA〕116.5006	〔bg=#E2EFDA〕116.61296	〔bg=#E2EFDA〕116.44943	〔bg=#E2EFDA〕116.38451	〔bg=#E2EFDA〕116.73272											〔bg=#FFC000〕116.464918		〔bg=#E2EFDA〕116.55441	〔bg=#E2EFDA〕116.4458	〔bg=#E2EFDA〕116.6567	〔bg=#E2EFDA〕116.389	〔bg=#E2EFDA〕116.39726	〔bg=#E2EFDA〕116.35001	〔bg=#E2EFDA〕116.38963	〔bg=#E2EFDA〕116.48708	〔bg=#E2EFDA〕116.36805	〔bg=#E2EFDA〕116.72165											〔bg=#FFC000〕116.475959																						〔bg=#FFC000〕#DIV/0!																						〔bg=#FFC000〕#DIV/0!																						〔bg=#FFC000〕#DIV/0!
〔fg=#F2F2F2〕33	Test Bond SJ4765 #1	〔bg=#E2EFDA〕898.36041					8000	〔bg=#FFC000〕116.60297	〔bg=#C6E0B4〕116.60297					〔bg=#FFC000〕113.60297	〔bg=#FFC000〕119.60297			〔bg=#E2EFDA〕116.99425	〔bg=#E2EFDA〕116.89367	〔bg=#E2EFDA〕117.08259	〔bg=#E2EFDA〕116.90052	〔bg=#E2EFDA〕116.81631	〔bg=#E2EFDA〕117.11914	〔bg=#E2EFDA〕117.1899	〔bg=#E2EFDA〕116.9817	〔bg=#E2EFDA〕116.97976	〔bg=#E2EFDA〕117.33359											〔bg=#FFC000〕117.029143		〔bg=#E2EFDA〕117.09978	〔bg=#E2EFDA〕117.01606	〔bg=#E2EFDA〕117.16436	〔bg=#E2EFDA〕116.90965	〔bg=#E2EFDA〕116.90264	〔bg=#E2EFDA〕116.9234	〔bg=#E2EFDA〕116.94335	〔bg=#E2EFDA〕117.00804	〔bg=#E2EFDA〕116.89737	〔bg=#E2EFDA〕117.30277											〔bg=#FFC000〕117.016742																						〔bg=#FFC000〕#DIV/0!																						〔bg=#FFC000〕#DIV/0!																						〔bg=#FFC000〕#DIV/0!
〔fg=#F2F2F2〕34	Test Bond SJ4765 #2	〔bg=#E2EFDA〕915.34853					8500	〔bg=#FFC000〕116.94848	〔bg=#C6E0B4〕116.94848					〔bg=#FFC000〕113.94848	〔bg=#FFC000〕119.94848			〔bg=#E2EFDA〕117.75108	〔bg=#E2EFDA〕117.67872	〔bg=#E2EFDA〕117.81852	〔bg=#E2EFDA〕117.52709	〔bg=#E2EFDA〕117.49234	〔bg=#E2EFDA〕117.99635	〔bg=#E2EFDA〕117.94355	〔bg=#E2EFDA〕117.66075	〔bg=#E2EFDA〕117.74533	〔bg=#E2EFDA〕118.14581											〔bg=#FFC000〕117.775954		〔bg=#E2EFDA〕117.76313	〔bg=#E2EFDA〕117.71758	〔bg=#E2EFDA〕117.75095	〔bg=#E2EFDA〕117.56719	〔bg=#E2EFDA〕117.54252	〔bg=#E2EFDA〕117.66124	〔bg=#E2EFDA〕117.65367	〔bg=#E2EFDA〕117.63401	〔bg=#E2EFDA〕117.59757	〔bg=#E2EFDA〕118.02555											〔bg=#FFC000〕117.691341																						〔bg=#FFC000〕#DIV/0!																						〔bg=#FFC000〕#DIV/0!																						〔bg=#FFC000〕#DIV/0!
〔fg=#F2F2F2〕35	Test Bond SJ4765 #3	〔bg=#E2EFDA〕921.0881					9000	〔bg=#FFC000〕117.10139	〔bg=#C6E0B4〕117.10139					〔bg=#FFC000〕114.10139	〔bg=#FFC000〕120.10139			〔bg=#E2EFDA〕118.39536	〔bg=#E2EFDA〕118.30911	〔bg=#E2EFDA〕118.46154	〔bg=#E2EFDA〕118.19938	〔bg=#E2EFDA〕118.15502	〔bg=#E2EFDA〕118.67662	〔bg=#E2EFDA〕118.66286	〔bg=#E2EFDA〕118.25649	〔bg=#E2EFDA〕118.39163	〔bg=#E2EFDA〕118.81215											〔bg=#FFC000〕118.432016		〔bg=#E2EFDA〕118.36124	〔bg=#E2EFDA〕118.26405	〔bg=#E2EFDA〕118.2841	〔bg=#E2EFDA〕118.13841	〔bg=#E2EFDA〕118.13727	〔bg=#E2EFDA〕118.26836	〔bg=#E2EFDA〕118.27062	〔bg=#E2EFDA〕118.19513	〔bg=#E2EFDA〕118.19518	〔bg=#E2EFDA〕118.69058											〔bg=#FFC000〕118.280494																						〔bg=#FFC000〕#DIV/0!																						〔bg=#FFC000〕#DIV/0!																						〔bg=#FFC000〕#DIV/0!
〔fg=#F2F2F2〕36	Test Bond SJ4765 #4	〔bg=#E2EFDA〕902.51428					9500	〔bg=#FFC000〕117.55448	〔bg=#C6E0B4〕117.55448					〔bg=#FFC000〕114.55448	〔bg=#FFC000〕120.55448			〔bg=#E2EFDA〕118.83361	〔bg=#E2EFDA〕118.69387	〔bg=#E2EFDA〕118.94173	〔bg=#E2EFDA〕118.70449	〔bg=#E2EFDA〕118.69077	〔bg=#E2EFDA〕119.06415	〔bg=#E2EFDA〕119.2243	〔bg=#E2EFDA〕118.66815	〔bg=#E2EFDA〕118.82424	〔bg=#E2EFDA〕119.24156											〔bg=#FFC000〕118.888687		〔bg=#E2EFDA〕118.79907	〔bg=#E2EFDA〕118.58578	〔bg=#E2EFDA〕118.6311	〔bg=#E2EFDA〕118.52341	〔bg=#E2EFDA〕118.54221	〔bg=#E2EFDA〕118.67995	〔bg=#E2EFDA〕118.69344	〔bg=#E2EFDA〕118.57421	〔bg=#E2EFDA〕118.58361	〔bg=#E2EFDA〕119.15228											〔bg=#FFC000〕118.676506																						〔bg=#FFC000〕#DIV/0!																						〔bg=#FFC000〕#DIV/0!																						〔bg=#FFC000〕#DIV/0!
〔fg=#F2F2F2〕37	Test Bond SJ4765 #5	〔bg=#E2EFDA〕908.20658					10000	〔bg=#FFC000〕117.84812	〔bg=#C6E0B4〕117.84812					〔bg=#FFC000〕#N/A	〔bg=#FFC000〕#N/A			〔bg=#E2EFDA〕118.86297	〔bg=#E2EFDA〕118.68689	〔bg=#E2EFDA〕119.01654	〔bg=#E2EFDA〕118.78871	〔bg=#E2EFDA〕118.83263	〔bg=#E2EFDA〕119.00461	〔bg=#E2EFDA〕119.3489	〔bg=#E2EFDA〕118.66839	〔bg=#E2EFDA〕118.84306	〔bg=#E2EFDA〕119.21222											〔bg=#FFC000〕118.926492		〔bg=#E2EFDA〕118.83469	〔bg=#E2EFDA〕118.5402	〔bg=#E2EFDA〕118.58365	〔bg=#E2EFDA〕118.52115	〔bg=#E2EFDA〕118.56679	〔bg=#E2EFDA〕118.6977	〔bg=#E2EFDA〕118.70616	〔bg=#E2EFDA〕118.55667	〔bg=#E2EFDA〕118.5816	〔bg=#E2EFDA〕119.19522											〔bg=#FFC000〕118.678383																						〔bg=#FFC000〕#DIV/0!																						〔bg=#FFC000〕#DIV/0!																						〔bg=#FFC000〕#DIV/0!
〔fg=#F2F2F2〕38	Test Bond SJ4765 #6	〔bg=#E2EFDA〕913.43252					10600	〔bg=#FFC000〕117.66187	〔bg=#C6E0B4〕117.66187					〔bg=#FFC000〕#N/A	〔bg=#FFC000〕#N/A			〔bg=#E2EFDA〕118.33652	〔bg=#E2EFDA〕118.11699	〔bg=#E2EFDA〕118.55238	〔bg=#E2EFDA〕118.24729	〔bg=#E2EFDA〕118.36246	〔bg=#E2EFDA〕118.38112	〔bg=#E2EFDA〕118.84959	〔bg=#E2EFDA〕118.06552	〔bg=#E2EFDA〕118.29692	〔bg=#E2EFDA〕118.59945											〔bg=#FFC000〕118.380824		〔bg=#E2EFDA〕118.27342	〔bg=#E2EFDA〕117.97286	〔bg=#E2EFDA〕117.99319	〔bg=#E2EFDA〕117.95595	〔bg=#E2EFDA〕118.04316	〔bg=#E2EFDA〕118.16391	〔bg=#E2EFDA〕118.11916	〔bg=#E2EFDA〕117.94833	〔bg=#E2EFDA〕118.01547	〔bg=#E2EFDA〕118.66196											〔bg=#FFC000〕118.114741																						〔bg=#FFC000〕#DIV/0!																						〔bg=#FFC000〕#DIV/0!																						〔bg=#FFC000〕#DIV/0!
〔fg=#F2F2F2〕39	Test Bond SJ4765 #7	〔bg=#E2EFDA〕908.01659					11200	〔bg=#FFC000〕116.99983	〔bg=#C6E0B4〕116.99983					〔bg=#FFC000〕#N/A	〔bg=#FFC000〕#N/A			〔bg=#E2EFDA〕117.37668	〔bg=#E2EFDA〕117.08465	〔bg=#E2EFDA〕117.70513	〔bg=#E2EFDA〕117.23466	〔bg=#E2EFDA〕117.45164	〔bg=#E2EFDA〕117.29525	〔bg=#E2EFDA〕117.88674	〔bg=#E2EFDA〕117.00277	〔bg=#E2EFDA〕117.32259	〔bg=#E2EFDA〕117.49781											〔bg=#FFC000〕117.385792		〔bg=#E2EFDA〕117.26632	〔bg=#E2EFDA〕117.0356	〔bg=#E2EFDA〕117.00917	〔bg=#E2EFDA〕116.97425	〔bg=#E2EFDA〕117.07078	〔bg=#E2EFDA〕117.21848	〔bg=#E2EFDA〕117.07693	〔bg=#E2EFDA〕116.89938	〔bg=#E2EFDA〕117.03438	〔bg=#E2EFDA〕117.66741											〔bg=#FFC000〕117.12527																						〔bg=#FFC000〕#DIV/0!																						〔bg=#FFC000〕#DIV/0!																						〔bg=#FFC000〕#DIV/0!
〔fg=#F2F2F2〕40	Test Bond SJ4765 #8	〔bg=#E2EFDA〕896.0212					11800	〔bg=#FFC000〕116.15495	〔bg=#C6E0B4〕116.15495					〔bg=#FFC000〕#N/A	〔bg=#FFC000〕#N/A			〔bg=#E2EFDA〕116.43241	〔bg=#E2EFDA〕116.09347	〔bg=#E2EFDA〕116.8832	〔bg=#E2EFDA〕116.22669	〔bg=#E2EFDA〕116.52368	〔bg=#E2EFDA〕116.22786	〔bg=#E2EFDA〕116.89045	〔bg=#E2EFDA〕115.92881	〔bg=#E2EFDA〕116.37605	〔bg=#E2EFDA〕116.34546											〔bg=#FFC000〕116.392808		〔bg=#E2EFDA〕116.27656	〔bg=#E2EFDA〕116.21041	〔bg=#E2EFDA〕116.08299	〔bg=#E2EFDA〕116.02812	〔bg=#E2EFDA〕116.10914	〔bg=#E2EFDA〕116.30819	〔bg=#E2EFDA〕116.09464	〔bg=#E2EFDA〕115.89138	〔bg=#E2EFDA〕116.12709	〔bg=#E2EFDA〕116.66941											〔bg=#FFC000〕116.179793																						〔bg=#FFC000〕#DIV/0!																						〔bg=#FFC000〕#DIV/0!																						〔bg=#FFC000〕#DIV/0!
〔fg=#F2F2F2〕41	Test Bond SJ4765 #9	〔bg=#E2EFDA〕912.53407					12500	〔bg=#FFC000〕115.36803	〔bg=#C6E0B4〕115.36803					〔bg=#FFC000〕#N/A	〔bg=#FFC000〕#N/A			〔bg=#E2EFDA〕115.63833	〔bg=#E2EFDA〕115.35897	〔bg=#E2EFDA〕116.19704	〔bg=#E2EFDA〕115.29667	〔bg=#E2EFDA〕115.60174	〔bg=#E2EFDA〕115.50558	〔bg=#E2EFDA〕115.94064	〔bg=#E2EFDA〕114.97531	〔bg=#E2EFDA〕115.66797	〔bg=#E2EFDA〕115.46409											〔bg=#FFC000〕115.564634		〔bg=#E2EFDA〕115.41219	〔bg=#E2EFDA〕115.66992	〔bg=#E2EFDA〕115.42642	〔bg=#E2EFDA〕115.26314	〔bg=#E2EFDA〕115.34263	〔bg=#E2EFDA〕115.60366	〔bg=#E2EFDA〕115.30689	〔bg=#E2EFDA〕115.10252	〔bg=#E2EFDA〕115.45773	〔bg=#E2EFDA〕115.86843											〔bg=#FFC000〕115.445353																						〔bg=#FFC000〕#DIV/0!																						〔bg=#FFC000〕#DIV/0!																						〔bg=#FFC000〕#DIV/0!
〔fg=#F2F2F2〕42	Test Bond SJ4765 #10	〔bg=#E2EFDA〕934.63167					13200	〔bg=#FFC000〕114.87856	〔bg=#C6E0B4〕114.87856					〔bg=#FFC000〕#N/A	〔bg=#FFC000〕#N/A			〔bg=#E2EFDA〕115.2997	〔bg=#E2EFDA〕115.03318	〔bg=#E2EFDA〕115.92992	〔bg=#E2EFDA〕114.81295	〔bg=#E2EFDA〕115.11278	〔bg=#E2EFDA〕115.23617	〔bg=#E2EFDA〕115.47039	〔bg=#E2EFDA〕114.50374	〔bg=#E2EFDA〕115.36171	〔bg=#E2EFDA〕115.0632											〔bg=#FFC000〕115.182374		〔bg=#E2EFDA〕114.98853	〔bg=#E2EFDA〕115.48195	〔bg=#E2EFDA〕115.17023	〔bg=#E2EFDA〕114.92211	〔bg=#E2EFDA〕114.98816	〔bg=#E2EFDA〕115.31141	〔bg=#E2EFDA〕114.94185	〔bg=#E2EFDA〕114.72392	〔bg=#E2EFDA〕115.17673	〔bg=#E2EFDA〕115.50457											〔bg=#FFC000〕115.120946																						〔bg=#FFC000〕#DIV/0!																						〔bg=#FFC000〕#DIV/0!																						〔bg=#FFC000〕#DIV/0!
〔fg=#F2F2F2〕43	Test Bond SJ4765 #11						14000	〔bg=#FFC000〕114.18768	〔bg=#C6E0B4〕114.18768					〔bg=#FFC000〕#N/A	〔bg=#FFC000〕#N/A			〔bg=#E2EFDA〕115.11227	〔bg=#E2EFDA〕114.86839	〔bg=#E2EFDA〕115.84238	〔bg=#E2EFDA〕114.57911	〔bg=#E2EFDA〕114.85957	〔bg=#E2EFDA〕115.14287	〔bg=#E2EFDA〕115.25282	〔bg=#E2EFDA〕114.25045	〔bg=#E2EFDA〕115.26172	〔bg=#E2EFDA〕114.84338											〔bg=#FFC000〕115.001296		〔bg=#E2EFDA〕114.78099	〔bg=#E2EFDA〕115.43826	〔bg=#E2EFDA〕115.07861	〔bg=#E2EFDA〕114.76647	〔bg=#E2EFDA〕114.77473	〔bg=#E2EFDA〕115.19026	〔bg=#E2EFDA〕114.81537	〔bg=#E2EFDA〕114.56125	〔bg=#E2EFDA〕115.08207	〔bg=#E2EFDA〕115.3185											〔bg=#FFC000〕114.980651																						〔bg=#FFC000〕#DIV/0!																						〔bg=#FFC000〕#DIV/0!																						〔bg=#FFC000〕#DIV/0!
〔fg=#F2F2F2〕44	Test Bond SJ4765 #12													〔bg=#FFC000〕0	〔bg=#FFC000〕0																							〔bg=#FFC000〕#DIV/0!																						〔bg=#FFC000〕#DIV/0!																						〔bg=#FFC000〕#DIV/0!																						〔bg=#FFC000〕#DIV/0!																						〔bg=#FFC000〕#DIV/0!
〔fg=#F2F2F2〕45	Test Bond SJ4765 #13													〔bg=#FFC000〕0	〔bg=#FFC000〕0																							〔bg=#FFC000〕#DIV/0!																						〔bg=#FFC000〕#DIV/0!																						〔bg=#FFC000〕#DIV/0!																						〔bg=#FFC000〕#DIV/0!																						〔bg=#FFC000〕#DIV/0!
〔fg=#F2F2F2〕46	Test Bond SJ4765 #14													〔bg=#FFC000〕0	〔bg=#FFC000〕0																							〔bg=#FFC000〕#DIV/0!																						〔bg=#FFC000〕#DIV/0!																						〔bg=#FFC000〕#DIV/0!																						〔bg=#FFC000〕#DIV/0!																						〔bg=#FFC000〕#DIV/0!
〔fg=#F2F2F2〕47	Test Bond SJ4765 #15													〔bg=#FFC000〕0	〔bg=#FFC000〕0																							〔bg=#FFC000〕#DIV/0!																						〔bg=#FFC000〕#DIV/0!																						〔bg=#FFC000〕#DIV/0!																						〔bg=#FFC000〕#DIV/0!																						〔bg=#FFC000〕#DIV/0!
〔fg=#F2F2F2〕48	Test Bond SJ4765 #16													〔bg=#FFC000〕0	〔bg=#FFC000〕0																							〔bg=#FFC000〕#DIV/0!																						〔bg=#FFC000〕#DIV/0!																						〔bg=#FFC000〕#DIV/0!																						〔bg=#FFC000〕#DIV/0!																						〔bg=#FFC000〕#DIV/0!
〔fg=#F2F2F2〕49	Test Bond SJ4765 #17													〔bg=#FFC000〕0	〔bg=#FFC000〕0																							〔bg=#FFC000〕#DIV/0!																						〔bg=#FFC000〕#DIV/0!																						〔bg=#FFC000〕#DIV/0!																						〔bg=#FFC000〕#DIV/0!																						〔bg=#FFC000〕#DIV/0!
〔fg=#F2F2F2〕50	Test Bond SJ4765 #18																																																																																																																													
〔fg=#F2F2F2〕51	Test Bond SJ4765 #19																																																																																																																													
〔fg=#F2F2F2〕52	Test Bond SJ4765 #20																																																																																																																													
〔fg=#F2F2F2〕53	Test Bond SJ4765_AVG	〔bg=#FFC000〕911.015395					〔b〕THD											〔bg=#E2EFDA〕1	〔bg=#E2EFDA〕2	〔bg=#E2EFDA〕3	〔bg=#E2EFDA〕4	〔bg=#E2EFDA〕5	〔bg=#E2EFDA〕6	〔bg=#E2EFDA〕7	〔bg=#E2EFDA〕8	〔bg=#E2EFDA〕9	〔bg=#E2EFDA〕10	〔bg=#E2EFDA〕11	〔bg=#E2EFDA〕12	〔bg=#E2EFDA〕13	〔bg=#E2EFDA〕14	〔bg=#E2EFDA〕15	〔bg=#E2EFDA〕16	〔bg=#E2EFDA〕17	〔bg=#E2EFDA〕18	〔bg=#E2EFDA〕19	〔bg=#E2EFDA〕20	〔bg=#FFC000〕AVG		〔bg=#E2EFDA〕1	〔bg=#E2EFDA〕2	〔bg=#E2EFDA〕3	〔bg=#E2EFDA〕4	〔bg=#E2EFDA〕5	〔bg=#E2EFDA〕6	〔bg=#E2EFDA〕7	〔bg=#E2EFDA〕8	〔bg=#E2EFDA〕9	〔bg=#E2EFDA〕10	〔bg=#E2EFDA〕11	〔bg=#E2EFDA〕12	〔bg=#E2EFDA〕13	〔bg=#E2EFDA〕14	〔bg=#E2EFDA〕15	〔bg=#E2EFDA〕16	〔bg=#E2EFDA〕17	〔bg=#E2EFDA〕18	〔bg=#E2EFDA〕19	〔bg=#E2EFDA〕20	〔bg=#FFC000〕AVG		〔bg=#E2EFDA〕1	〔bg=#E2EFDA〕2	〔bg=#E2EFDA〕3	〔bg=#E2EFDA〕4	〔bg=#E2EFDA〕5	〔bg=#E2EFDA〕6	〔bg=#E2EFDA〕7	〔bg=#E2EFDA〕8	〔bg=#E2EFDA〕9	〔bg=#E2EFDA〕10	〔bg=#E2EFDA〕11	〔bg=#E2EFDA〕12	〔bg=#E2EFDA〕13	〔bg=#E2EFDA〕14	〔bg=#E2EFDA〕15	〔bg=#E2EFDA〕16	〔bg=#E2EFDA〕17	〔bg=#E2EFDA〕18	〔bg=#E2EFDA〕19	〔bg=#E2EFDA〕20	〔bg=#FFC000〕AVG		〔bg=#E2EFDA〕1	〔bg=#E2EFDA〕2	〔bg=#E2EFDA〕3	〔bg=#E2EFDA〕4	〔bg=#E2EFDA〕5	〔bg=#E2EFDA〕6	〔bg=#E2EFDA〕7	〔bg=#E2EFDA〕8	〔bg=#E2EFDA〕9	〔bg=#E2EFDA〕10	〔bg=#E2EFDA〕11	〔bg=#E2EFDA〕12	〔bg=#E2EFDA〕13	〔bg=#E2EFDA〕14	〔bg=#E2EFDA〕15	〔bg=#E2EFDA〕16	〔bg=#E2EFDA〕17	〔bg=#E2EFDA〕18	〔bg=#E2EFDA〕19	〔bg=#E2EFDA〕20	〔bg=#FFC000〕AVG		〔bg=#E2EFDA〕1	〔bg=#E2EFDA〕2	〔bg=#E2EFDA〕3	〔bg=#E2EFDA〕4	〔bg=#E2EFDA〕5	〔bg=#E2EFDA〕6	〔bg=#E2EFDA〕7	〔bg=#E2EFDA〕8	〔bg=#E2EFDA〕9	〔bg=#E2EFDA〕10	〔bg=#E2EFDA〕11	〔bg=#E2EFDA〕12	〔bg=#E2EFDA〕13	〔bg=#E2EFDA〕14	〔bg=#E2EFDA〕15	〔bg=#E2EFDA〕16	〔bg=#E2EFDA〕17	〔bg=#E2EFDA〕18	〔bg=#E2EFDA〕19	〔bg=#E2EFDA〕20	〔bg=#FFC000〕AVG
