## SPL
Hz	#1	#2	#3	#4	#5	#6	#7	#8	#9	#10			
〔bg=#FFFF00〕18.75	〔bg=#FFFF00〕91.8510199439916	〔bg=#FFFF00〕91.9494605707397	〔bg=#FFFF00〕91.8517211410141	〔bg=#FFFF00〕92.0289141515426	〔bg=#FFFF00〕92.1122435061213	〔bg=#FFFF00〕92.3730912457448	〔bg=#FFFF00〕92.5959210258593	〔bg=#FFFF00〕92.2253653593499	〔bg=#FFFF00〕92.4333475703213	〔bg=#FFFF00〕92.3087676129766	〔bg=#FFFF00〕92.5959210258593	〔bg=#FFFF00〕91.8510199439916	〔bg=#FFFF00〕0.744901081867695
56.25	105.849764012	105.962687421091	105.707619694563	106.023926506851	105.942556291635	105.866007942715	105.883892379212	105.585286523378	105.926955401432	105.92306444293	106.023926506851	105.585286523378	0.438639983472242
60	106.704806777066	106.723370956875	106.560766381202	106.798839462608	106.763192468514	106.618650845998	106.713271258085	106.501690984201	106.785352339047	106.873174026248	106.873174026248	106.501690984201	0.371483042047473
63.75	107.438417136222	107.408073842886	107.294235075632	107.495444226646	107.471973177176	107.404177433038	107.463546987701	107.251957884004	107.462198084806	107.656243475795	107.656243475795	107.251957884004	0.40428559179098
67.5	108.098736431411	108.048272768034	107.945245242193	108.170741815876	108.061788513071	107.985688739503	108.114149279422	107.891135665612	108.128796035446	108.246811684107	108.246811684107	107.891135665612	0.355676018494506
71.2500000000001	108.661140184965	108.653549191982	108.458780153583	108.690766763582	108.631424390184	108.569535138655	108.640980083535	108.48146434117	108.730580903716	108.784344238617	108.784344238617	108.458780153583	0.325564085033463
75.0000000000001	109.210671020511	109.222104664711	108.912801861508	109.166003230286	109.133524556378	109.089684984841	109.146080896955	108.977147743735	109.226549253015	109.30549628774	109.30549628774	108.912801861508	0.392694426232609
78.7500000000001	109.755693434987	109.735227236364	109.421453103045	109.674202153831	109.625997282786	109.583760557662	109.642994649556	109.49883062245	109.707945861994	109.79465319319	109.79465319319	109.421453103045	0.373200090144607
82.5000000000001	110.27217830263	110.253465716156	109.975199932037	110.207496988617	110.19076014087	110.109897131749	110.166469915402	110.026884781983	110.207824587389	110.364574762103	110.364574762103	109.975199932037	0.38937483006643
86.2500000000001	110.778519231312	110.760451741354	110.543024876059	110.768812909738	110.765546915776	110.657002654035	110.731930119545	110.552939301759	110.726592409187	110.973049662258	110.973049662258	110.543024876059	0.430024786199397
90.0000000000001	111.286151378524	111.226735125246	111.053848386608	111.292658721969	111.299698214974	111.165868281554	111.242933087067	111.071290752537	111.225712925625	111.529864786395	111.529864786395	111.053848386608	0.476016399787056
93.7500000000001	111.746309077326	111.683988743734	111.506436783469	111.744635882991	111.74131603974	111.600140579135	111.683129709728	111.532634466395	111.650978692966	111.963802759479	111.963802759479	111.506436783469	0.457365976009427
97.5000000000001	112.158137620387	112.093754553816	111.881994544955	112.104335991702	112.101988660033	111.990642811102	112.081207108722	111.922366871919	112.026449643326	112.335129655292	112.335129655292	111.881994544955	0.453135110337385
97.4812300227122	112.155808441734	112.091368736304	111.879876050496	112.102309096794	112.100012885003	111.988431280301	112.079014884521	111.920154369934	112.02418438489	112.333085868369	112.333085868369	111.879876050496	0.45320981787367
98.7156561560376	112.29642468172	112.237684384163	112.008102627081	112.225213688277	112.217715261046	112.121939495747	112.209275066419	112.054408518405	112.165634792749	112.45478095606	112.45478095606	112.008102627081	0.446678328979417
99.9657140974381	112.37579518458	112.321283654307	112.080639662712	112.295470654209	112.284425336027	112.197533189156	112.282034129833	112.13070623497	112.247650548521	112.523411269238	112.523411269238	112.080639662712	0.442771606525895
101.231601795918	112.522559188795	112.475927530103	112.214584312162	112.428816524847	112.413140209441	112.338556792889	112.417394738067	112.272883640967	112.399718569358	112.654004647217	112.654004647217	112.214584312162	0.439420335055445
102.513519707152	112.662381762165	112.622440812596	112.341652398448	112.561462110862	112.54561012747	112.475000761691	112.548596224493	112.40989357603	112.543308640224	112.785409802796	112.785409802796	112.341652398448	0.443757404347409
103.811670825231	112.736218993536	112.699035559601	112.409902563779	112.633563481836	112.618738686121	112.54779726402	112.618935718811	112.483111531574	112.61838837213	112.857933713509	112.857933713509	112.409902563779	0.448031149729943
105.126260714802	112.897732548438	112.8637100002	112.565191452157	112.795396697186	112.783914777585	112.708485452072	112.775541730021	112.645814041226	112.780310014951	113.024411015596	113.024411015596	112.565191452157	0.459219563439291
106.457497543624	113.033323449336	112.998771538308	112.702591214834	112.935007620264	112.926796486948	112.844666350215	112.90983100242	112.785050201957	112.91380515909	113.171926957502	113.171926957502	112.702591214834	0.469335742667965
107.80559211553	113.115155816031	113.079010592574	112.788293090487	113.021213632496	113.014793578666	112.927208456201	112.992533275267	112.870214919455	112.993812917632	113.264331747137	113.264331747137	112.788293090487	0.476038656649976
109.170757903805	113.306317077135	113.265091366723	112.991267272811	113.225543865543	113.222169052895	113.119990166969	113.188665508095	113.070450378106	113.18103825132	113.484060138134	113.484060138134	112.991267272811	0.492792865322826
110.553211084997	113.419280478559	113.374587284196	113.112315206723	113.34762849162	113.345426296325	113.233897042799	113.306073781444	113.189199432612	113.292256320098	113.615328959759	113.615328959759	113.112315206723	0.503013753036086
111.953170573143	113.533163749723	113.484804342342	113.236464579816	113.471389233685	113.471040194232	113.349900625297	113.425471579756	113.308771691745	113.405480049723	113.748542211936	113.748542211936	113.236464579816	0.512077632120054
113.370858054434	113.735008606153	113.68055427666	113.45862467606	113.689985521258	113.694727869299	113.557589263265	113.637030126341	113.519636607762	113.607611696956	113.983560915624	113.983560915624	113.45862467606	0.524936239564155
114.806498022327	113.815485031276	113.758771175729	113.547219122997	113.776044715599	113.783548239145	113.640824014516	113.721373533572	113.603422518559	113.688679499077	114.075177434574	114.075177434574	113.547219122997	0.527958311577208
116.260317813084	113.985772042892	113.924481194528	113.732710805607	113.954199414692	113.968850987058	113.816626530222	113.900231395745	113.780736954692	113.860885376518	114.260934999568	114.260934999568	113.732710805607	0.528224193961108
117.732547641777	114.136840465904	114.071706519401	113.894164569973	114.109284898389	114.130111989645	113.971209337674	114.058776976131	113.938061258792	114.013521225235	114.419464135966	114.419464135966	113.894164569973	0.52529956599318
119.223420638744	114.224196016324	114.158069152279	113.981880426755	114.19551156214	114.218274689462	114.058273201787	114.148147818652	114.027048306803	114.101470618855	114.50453014102	114.50453014102	113.981880426755	0.522649714264816
120.733172886501	114.419476024819	114.352957797012	114.171172369371	114.38483399653	114.409398245483	114.250217145187	114.344321157006	114.222774990103	114.297664240706	114.68847931131	114.68847931131	114.171172369371	0.517306941938685
122.26204345713	114.500332519128	114.434885472726	114.246423519615	114.461756875064	114.485715673128	114.328135337388	114.423383494923	114.301750730349	114.378409898552	114.762554337641	114.762554337641	114.246423519615	0.516130818026468
123.810274450133	114.650338440085	114.590506990908	114.377520089734	114.600043499918	114.619385351418	114.46788244687	114.564146070582	114.442404556206	114.526508582116	114.893951621582	114.893951621582	114.377520089734	0.516431531848298
125.378111030773	114.776150582748	114.721528185894	114.486753732268	114.71559414333	114.730685244079	114.584587434395	114.681365299596	114.559803633538	114.650235411908	115.003835441847	115.003835441847	114.486753732268	0.517081709578349
126.965801468895	114.869188736578	114.81825645223	114.567412779316	114.801692612089	114.81305380385	114.672349628402	114.766643197168	114.647721941593	114.741204644411	115.086234606009	115.086234606009	114.567412779316	0.518821826692786
128.573597178236	115.028212287072	114.983067289272	114.706293498574	114.949875908008	114.954901654263	114.823915095784	114.912294376101	114.799333830093	114.896724293833	115.22877263231	115.22877263231	114.706293498574	0.5224791337358
130.201752756243	115.102935883183	115.059147918211	114.777183370294	115.022291149924	115.026616579208	114.898760653841	114.983514549747	114.874278615352	114.971086833026	115.30210778495	115.30210778495	114.777183370294	0.524924414656226
