"Source","SourceFile","ProductGroup","GroupSort","GroupName","Material","LineShiftCount","LineShifts"
"JSON","TIA-338-RA.json","TWS","2","338-RA-R","ASSY REAR-338-WH-R-RA1","2","ASSY REAR-338-WH-R-RA1_C21A | ASSY REAR-338-WH-R-RA1_C21B"
"JSON","TIA-338-RA.json","TWS","2","338-RA-R","ASSY BRACKET-338-INNER-R","4","ASSY BRACKET-338-INNER-R_C24A | ASSY BRACKET-338-INNER-R_C24B | ASSY BRACKET-338-INNER-R_C23A | ASSY BRACKET-338-INNER-R_C23B"
"JSON","TIA-338-RA.json","TWS","2","338-RA-R","ASSY F-PCB-338-R","2","ASSY F-PCB-338-R_C2AA | ASSY F-PCB-338-R_C2BA"
"JSON","TIA-338-RA.json","TWS","3","338-RA-L-A","ASSY REAR-338-AP-L-RA1","1","ASSY REAR-338-AP-L-RA1_C22A"
"JSON","TIA-338-RA.json","TWS","3","338-RA-L-A","ASSY REAR-338-BK-L-RA1","1","ASSY REAR-338-BK-L-RA1_C22A"
"JSON","TIA-338-RA.json","TWS","3","338-RA-L-A","ASSY REAR-338-WH-L-RA1","1","ASSY REAR-338-WH-L-RA1_C22A"
"JSON","TIA-338-RA.json","TWS","3","338-RA-L-A","ASSY BRACKET-338-INNER-L","2","ASSY BRACKET-338-INNER-L_C26A | ASSY BRACKET-338-INNER-L_C24A"
"JSON","TIA-338-RA.json","TWS","3","338-RA-L-A","ASSY F-PCB-338-L","1","ASSY F-PCB-338-L_C2AB"
"JSON","TIA-338-RA.json","TWS","4","338-RA-L-B","ASSY REAR-338-AP-L-RA1","1","ASSY REAR-338-AP-L-RA1_C22B"
"JSON","TIA-338-RA.json","TWS","4","338-RA-L-B","ASSY REAR-338-BK-L-RA1","1","ASSY REAR-338-BK-L-RA1_C22B"
"JSON","TIA-338-RA.json","TWS","4","338-RA-L-B","ASSY REAR-338-WH-L-RA1","1","ASSY REAR-338-WH-L-RA1_C22B"
"JSON","TIA-338-RA.json","TWS","4","338-RA-L-B","ASSY BRACKET-338-INNER-L","2","ASSY BRACKET-338-INNER-L_C26B | ASSY BRACKET-338-INNER-L_C24B"
"JSON","TIA-338-RA.json","TWS","4","338-RA-L-B","ASSY F-PCB-338-L","1","ASSY F-PCB-338-L_C2BB"
"JSON","TIA-338-RA.json","TWS","5","338-RA-R-A","ASSY REAR-338-AP-R-RA1","1","ASSY REAR-338-AP-R-RA1_C21A"
"JSON","TIA-338-RA.json","TWS","5","338-RA-R-A","ASSY REAR-338-BK-R-RA1","1","ASSY REAR-338-BK-R-RA1_C21A"
"JSON","TIA-338-RA.json","TWS","5","338-RA-R-A","ASSY REAR-338-WH-R-RA1","1","ASSY REAR-338-WH-R-RA1_C21A"
"JSON","TIA-338-RA.json","TWS","5","338-RA-R-A","ASSY BRACKET-338-INNER-R","2","ASSY BRACKET-338-INNER-R_C24A | ASSY BRACKET-338-INNER-R_C23A"
"JSON","TIA-338-RA.json","TWS","5","338-RA-R-A","ASSY F-PCB-338-R","1","ASSY F-PCB-338-R_C2AA"
"JSON","TIA-338-RA.json","TWS","6","338-RA-R-B","ASSY REAR-338-AP-R-RA1","1","ASSY REAR-338-AP-R-RA1_C21B"
"JSON","TIA-338-RA.json","TWS","6","338-RA-R-B","ASSY REAR-338-BK-R-RA1","1","ASSY REAR-338-BK-R-RA1_C21B"
"JSON","TIA-338-RA.json","TWS","6","338-RA-R-B","ASSY REAR-338-WH-R-RA1","1","ASSY REAR-338-WH-R-RA1_C21B"
"JSON","TIA-338-RA.json","TWS","6","338-RA-R-B","ASSY BRACKET-338-INNER-R","2","ASSY BRACKET-338-INNER-R_C24B | ASSY BRACKET-338-INNER-R_C23B"
"JSON","TIA-338-RA.json","TWS","6","338-RA-R-B","ASSY F-PCB-338-R","1","ASSY F-PCB-338-R_C2BA"
"JSON","TIA-338-RA.json","TWS","7","338-RA-BK-L","ASSY REAR-338-BK-L-RA1","2","ASSY REAR-338-BK-L-RA1_C22A | ASSY REAR-338-BK-L-RA1_C22B"
"JSON","TIA-338-RA.json","TWS","7","338-RA-BK-L","ASSY BRACKET-338-INNER-L","4","ASSY BRACKET-338-INNER-L_C26A | ASSY BRACKET-338-INNER-L_C26B | ASSY BRACKET-338-INNER-L_C24A | ASSY BRACKET-338-INNER-L_C24B"
"JSON","TIA-338-RA.json","TWS","7","338-RA-BK-L","ASSY F-PCB-338-L","2","ASSY F-PCB-338-L_C2AB | ASSY F-PCB-338-L_C2BB"
"JSON","TIA-338-RA.json","TWS","8","338-RA-BK-R","ASSY REAR-338-BK-R-RA1","2","ASSY REAR-338-BK-R-RA1_C21A | ASSY REAR-338-BK-R-RA1_C21B"
"JSON","TIA-338-RA.json","TWS","8","338-RA-BK-R","ASSY BRACKET-338-INNER-R","4","ASSY BRACKET-338-INNER-R_C24A | ASSY BRACKET-338-INNER-R_C24B | ASSY BRACKET-338-INNER-R_C23A | ASSY BRACKET-338-INNER-R_C23B"
"JSON","TIA-338-RA.json","TWS","8","338-RA-BK-R","ASSY F-PCB-338-R","2","ASSY F-PCB-338-R_C2AA | ASSY F-PCB-338-R_C2BA"
