	〔fg=#0000FF,b〕MASK 1	〔fg=#0000FF,b〕MASK 2	〔fg=#0000FF,b〕 ST 		〔fg=#0000FF,b〕Test 1  #1	〔fg=#0000FF,b〕Test 1  #2	〔fg=#0000FF,b〕Test 1  #3	〔fg=#0000FF,b〕Test 1  #4	〔fg=#0000FF,b〕Test 1  #5	〔fg=#0000FF,b〕Test 1  #6	〔fg=#0000FF,b〕Test 1  #7	〔fg=#0000FF,b〕Test 1  #8	〔fg=#0000FF,b〕Test 1  #9	〔fg=#0000FF,b〕Test 1  #10	〔fg=#FF0000,b〕CD KR AVG		〔fg=#0000FF,b〕Test 2 #1	〔fg=#0000FF,b〕Test 2 #2	〔fg=#0000FF,b〕Test 2 #3	〔fg=#0000FF,b〕Test 2 #4	〔fg=#0000FF,b〕Test 2 #5	〔fg=#0000FF,b〕Test 2 #6	〔fg=#0000FF,b〕Test 2 #7	〔fg=#0000FF,b〕Test 2 #8	〔fg=#0000FF,b〕Test 2 #9	〔fg=#0000FF,b〕Test 2 #10	〔fg=#FF0000,b〕CD GES TRADING  AVG		〔fg=#0000FF,b〕Normal  #1	〔fg=#0000FF,b〕Normal  #2	〔fg=#0000FF,b〕Normal  #3	〔fg=#0000FF,b〕Normal  #4	〔fg=#0000FF,b〕Normal  #5	〔fg=#0000FF,b〕Normal  #6	〔fg=#0000FF,b〕Normal  #7	〔fg=#0000FF,b〕Normal  #8	〔fg=#0000FF,b〕Normal  #9	〔fg=#0000FF,b〕Normal  #10	〔fg=#FF0000,b〕Normal  AVG
850	120.64908	116.64908	118.64908		118.68273	118.63933	118.80059	118.61015	118.60949	118.8954	118.41054	118.37562	118.82808	118.83516	118.66871		118.68214	118.66134	118.79569	118.73704	118.24748	118.85198	118.87837	118.87135	118.75898	118.67991	118.71643		118.79064	118.84852	118.61947	118.84796	118.19281	118.61639	118.61571	118.87907	118.60088	118.98213	118.69936
900	120.39368	116.39368	118.39368		118.42066	118.37529	118.53315	118.37684	118.38566	118.64144	118.18981	118.13375	118.55688	118.55894	118.41724		118.42577	118.4115	118.54057	118.43781	118.08558	118.58816	118.57148	118.61009	118.50031	118.39557	118.45668		118.56472	118.59733	118.35739	118.63155	118.03997	118.37744	118.37982	118.6353	118.3136	118.71067	118.46078
950	120.07026	116.07026	118.07026		118.10177	118.05681	118.20958	118.08251	118.10153	118.31703	117.90836	117.83842	118.22451	118.2252	118.10657		118.10903	118.10191	118.22509	118.08194	117.8549	118.26169	118.21505	118.28563	118.18406	118.06326	118.13826		118.27342	118.28836	118.04225	118.34697	117.82223	118.07322	118.07751	118.32408	117.97491	118.37124	118.15942
1000	119.77042	115.77042	117.77042		117.81212	117.77017	117.91417	117.81018	117.84003	118.01596	117.64928	117.5712	117.9205	117.92616	117.82298		117.81977	117.82077	117.93946	117.7632	117.64527	117.95849	117.89733	117.98541	117.89555	117.7648	117.84901		118.00759	118.00925	117.76076	118.07419	117.6245	117.79491	117.80068	118.03555	117.66923	118.06078	117.88374
1060	119.53970	115.53970	117.5397		117.59314	117.55114	117.68891	117.60213	117.64398	117.78095	117.45709	117.37076	117.68902	117.70254	117.60797		117.60411	117.60948	117.72739	117.52444	117.48774	117.72324	117.65421	117.7573	117.67496	117.53921	117.63021		117.80679	117.80054	117.54671	117.86678	117.48204	117.58357	117.59192	117.81464	117.44251	117.82416	117.67597
1120	119.33437	115.33437	117.33437		117.40586	117.36924	117.49704	117.42113	117.47306	117.57553	117.29019	117.20059	117.49173	117.51072	117.42351		117.41708	117.42204	117.54659	117.32356	117.35034	117.52297	117.45524	117.55755	117.48852	117.35066	117.44346		117.62317	117.62166	117.36902	117.68458	117.35417	117.39416	117.40955	117.61637	117.25009	117.61956	117.49423
1180	119.09410	115.09410	117.0941		117.17587	117.14446	117.26649	117.19424	117.25343	117.33141	117.07436	116.98554	117.25527	117.27498	117.19561		117.19322	117.19851	117.32617	117.08262	117.15829	117.28371	117.22313	117.3156	117.25802	117.12502	117.21643		117.40445	117.39682	117.15606	117.45564	117.1785	117.17166	117.17513	117.3862	117.02389	117.37469	117.27230
1250	118.76294	114.76294	116.76294		116.85635	116.8251	116.93568	116.8718	116.93986	116.9949	116.76631	116.67308	116.92854	116.95425	116.87459		116.87254	116.87801	117.01187	116.75735	116.87238	116.94849	116.89758	116.98231	116.93523	116.80294	116.89587		117.08953	117.08221	116.84805	117.12905	116.90063	116.85524	116.85701	117.06183	116.70468	117.04535	116.95736
1320	118.34558	114.34558	116.34558		116.45447	116.42528	116.52886	116.46906	116.54467	116.57491	116.37363	116.28128	116.52123	116.55024	116.47236		116.47089	116.47285	116.61407	116.35313	116.49097	116.53538	116.49094	116.56929	116.53027	116.40207	116.49299		116.68885	116.68417	116.4519	116.72426	116.5281	116.45338	116.45695	116.65802	116.31086	116.63707	116.55936
1400	117.93763	113.93763	115.93763		116.06628	116.04411	116.13797	116.08044	116.16117	116.17509	115.98963	115.9041	116.13104	116.161	116.08508		116.07868	116.08128	116.22749	115.96312	116.12162	116.13988	116.10496	116.16935	116.14363	116.02227	116.10523		116.29953	116.29903	116.07834	116.32759	116.16199	116.06535	116.07032	116.26758	115.93156	116.24205	116.17433
1500	117.58315	113.58315	115.58315		115.72189	115.7003	115.78927	115.73507	115.81949	115.82233	115.64787	115.56694	115.78491	115.81871	115.74068		115.73377	115.74003	115.88561	115.61804	115.78754	115.7836	115.75854	115.81852	115.79868	115.68492	115.76093		115.96351	115.9562	115.74276	115.97313	115.83369	115.72767	115.72521	115.92886	115.59796	115.89334	115.83423
1600	118.15107	112.15107	115.15107		115.30438	115.2844	115.36374	115.31733	115.40558	115.39423	115.23448	115.15371	115.3621	115.40335	115.32233		115.31216	115.30871	115.46027	115.19998	115.37359	115.34981	115.34068	115.39287	115.382	115.26809	115.33882		115.53885	115.53908	115.326	115.54623	115.41215	115.29366	115.30994	115.50158	115.17666	115.4667	115.41108
1700	117.56282	111.56282	114.56282		114.72486	114.71173	114.78948	114.73983	114.83187	114.8137	114.66132	114.58678	114.78216	114.81808	114.74598		114.7414	114.72517	114.87724	114.62274	114.7947	114.78011	114.79102	114.80618	114.80765	114.69298	114.76392		114.95952	114.96279	114.75743	114.96503	114.83654	114.70139	114.72735	114.92193	114.59379	114.88189	114.83077
1800	116.87439	110.87439	113.87439		114.04722	114.03177	114.10856	114.05588	114.14968	114.13314	113.98995	113.91462	114.10224	114.13539	114.06685		114.07694	114.07035	114.22341	113.95439	114.12751	114.14374	114.15131	114.12329	114.12823	114.01497	114.10141		114.2948	114.28901	114.09588	114.28536	114.18456	114.04702	114.04669	114.25207	113.92573	114.21529	114.16364
1900	116.25176	110.25176	113.25176		113.43505	113.41819	113.49921	113.44055	113.53645	113.51465	113.3802	113.30636	113.48695	113.52434	113.45419		113.47011	113.44314	113.61391	113.3526	113.5226	113.51637	113.53842	113.50508	113.52043	113.40773	113.48904		113.684	113.68066	113.49367	113.66686	113.55854	113.41523	113.43422	113.6441	113.32061	113.60258	113.55005
2000	115.82695	109.82695	112.82695		113.02297	113.00616	113.08635	113.02403	113.12355	113.099	112.97039	112.89828	113.07268	113.11362	113.04170		113.06087	113.01844	113.19335	112.94215	113.10835	113.09521	113.13471	113.08684	113.10807	112.99598	113.07440		113.26954	113.26836	113.08688	113.24697	113.13714	112.98912	113.01729	113.22585	112.91181	113.18245	113.13354
2120	115.79358	109.79358	112.79358		113.00233	112.98729	113.06779	112.9995	113.102	113.07743	112.95174	112.87957	113.05312	113.09823	113.02190		113.03916	112.99174	113.1701	112.92371	113.08777	113.06957	113.1154	113.06324	113.08853	112.98017	113.05294		113.24799	113.24813	113.06804	113.21926	113.12077	112.96776	112.99561	113.20308	112.89836	113.15741	113.11264
2240	116.06991	110.06991	113.06991		113.29617	113.27674	113.3585	113.2894	113.38503	113.36675	113.24242	113.16699	113.34381	113.40044	113.31262		113.31949	113.28011	113.46038	113.21694	113.37029	113.34809	113.38579	113.35798	113.38115	113.27961	113.33998		113.53508	113.53682	113.36309	113.50273	113.41648	113.26773	113.28621	113.49241	113.19583	113.43779	113.40342
2360	116.44939	110.44939	113.44939		113.68974	113.66587	113.75004	113.67759	113.78054	113.75994	113.632	113.56006	113.72841	113.79297	113.70372		113.69552	113.65184	113.83088	113.59989	113.74005	113.69082	113.74135	113.7396	113.7789	113.67889	113.71477		113.90836	113.9206	113.75353	113.88633	113.7943	113.63295	113.67734	113.87106	113.58363	113.8135	113.78416
2500	116.81136	110.81136	113.81136		114.05798	114.03362	114.11686	114.04908	114.1577	114.13085	114.00015	113.9358	114.09552	114.15828	114.07358		114.06456	114.03585	114.19654	113.96158	114.09576	114.05371	114.11057	114.10548	114.14793	114.04772	114.08197		114.2738	114.28908	114.12203	114.25075	114.18071	114.01275	114.03908	114.23169	113.94531	114.1757	114.15209
2650	116.81505	110.81505	113.81505		114.07452	114.05263	114.1346	114.07063	114.17806	114.15232	114.02091	113.95536	114.10955	114.17818	114.09268		114.08222	114.06253	114.21655	113.97614	114.10258	114.0659	114.14512	114.11642	114.16466	114.06785	114.10000		114.29355	114.31175	114.1405	114.27155	114.20509	114.03444	114.05258	114.24782	113.95525	114.19459	114.17071
2800	116.46589	110.46589	113.46589		113.74614	113.72465	113.8031	113.73897	113.85401	113.82292	113.69245	113.62786	113.7806	113.85807	113.76488		113.75623	113.7405	113.89568	113.65702	113.76906	113.74715	113.83257	113.78301	113.82179	113.74175	113.77448		113.97284	113.99222	113.80808	113.94653	113.86961	113.70452	113.72939	113.91184	113.63521	113.86388	113.84341
3000	116.34731	110.34731	113.34731		113.65131	113.63398	113.70979	113.64163	113.77082	113.72959	113.59878	113.52816	113.68945	113.77815	113.67317		113.67115	113.65351	113.81372	113.5768	113.67555	113.64509	113.75483	113.68367	113.72704	113.6474	113.68488		113.89183	113.91074	113.70882	113.85774	113.76052	113.61112	113.64234	113.8141	113.55754	113.78183	113.75366
3150	116.44630	110.44630	113.4463		113.7681	113.74859	113.83367	113.75143	113.89148	113.84291	113.70732	113.62468	113.8139	113.90729	113.78894		113.79475	113.76009	113.9172	113.69125	113.78438	113.75395	113.90095	113.79936	113.84133	113.75883	113.80021		114.0069	114.03608	113.83519	113.97049	113.85383	113.71998	113.74294	113.91645	113.67304	113.88071	113.86356
3350	116.35348	110.35348	113.35348		113.69435	113.66194	113.7687	113.66476	113.82161	113.76807	113.63713	113.54071	113.75416	113.84013	113.71516		113.72137	113.69542	113.85103	113.61369	113.70463	113.70276	113.87782	113.73101	113.77459	113.6981	113.73704		113.91669	113.96884	113.77612	113.88395	113.77458	113.64573	113.66803	113.81834	113.60733	113.81109	113.78707
3550	116.24763	110.24763	113.24763		113.64117	113.61106	113.72843	113.59136	113.75966	113.70438	113.59099	113.4769	113.71445	113.76318	113.65816		113.65148	113.65235	113.81817	113.59356	113.6308	113.63113	113.79985	113.65796	113.71189	113.66809	113.68153		113.82905	113.89901	113.73765	113.80457	113.72619	113.60157	113.63535	113.74767	113.58658	113.76844	113.73361
3750	116.26090	110.26090	113.2609		113.67516	113.61635	113.76968	113.6223	113.7932	113.73694	113.6066	113.50223	113.74555	113.78201	113.68500		113.68634	113.68289	113.84805	113.63159	113.64372	113.63787	113.83091	113.69096	113.76319	113.70721	113.71227		113.8473	113.93027	113.78325	113.83181	113.76232	113.63465	113.65849	113.77065	113.62477	113.79617	113.76397
4000	116.09431	110.09431	113.09431		113.52891	113.4382	113.6308	113.45752	113.64058	113.58489	113.43455	113.34164	113.60709	113.60898	113.52732		113.53631	113.52669	113.70589	113.4764	113.46114	113.47896	113.68212	113.55172	113.61995	113.57621	113.56154		113.67342	113.7808	113.64995	113.6678	113.61484	113.48076	113.50612	113.60141	113.48622	113.62972	113.60910
4250	115.66791	109.66791	112.66791		113.13549	113.04466	113.2454	113.07067	113.25132	113.20929	113.02536	112.96186	113.22281	113.20259	113.13694		113.14535	113.14044	113.32919	113.08575	113.04411	113.07349	113.28655	113.17453	113.23677	113.21159	113.17278		113.26905	113.38317	113.2618	113.26938	113.22943	113.08752	113.14251	113.19676	113.10484	113.22839	113.21729
4500	115.36717	109.36717	112.36717		112.89295	112.81427	112.9941	112.8243	113.00591	112.97541	112.77698	112.71349	112.96831	112.94752	112.89132		112.90779	112.87953	113.07911	112.85305	112.78989	112.81523	113.01998	112.91842	112.98205	112.96419	112.92092		113.03068	113.12758	113.01534	113.03401	112.98605	112.83425	112.89935	112.96382	112.85743	112.96801	112.97165
4750	115.39040	109.39040	112.3904		112.91887	112.84991	113.02147	112.87367	113.07185	113.03342	112.81548	112.75564	112.99095	112.99557	112.93268		112.96415	112.90158	113.08964	112.86267	112.86578	112.8749	113.07885	112.97109	113.0303	112.9872	112.96262		113.08967	113.17214	113.04464	113.07601	113.04107	112.8451	112.90994	113.00125	112.86125	112.97675	113.00178
5000	115.47671	109.47671	112.47671		113.0054	112.98599	113.12188	112.99454	113.21266	113.14572	112.96429	112.8682	113.09612	113.09105	113.04859		113.05637	113.01439	113.18403	112.95407	113.05138	112.98262	113.18289	113.0625	113.13054	113.0908	113.07096		113.17921	113.26098	113.14542	113.15076	113.20876	112.93512	113.01547	113.09826	112.95052	113.06538	113.10099
5300	115.87337	109.87337	112.87337		113.32278	113.35599	113.46259	113.41017	113.64597	113.46686	113.39571	113.23934	113.43105	113.43164	113.41621		113.39238	113.38091	113.50496	113.27174	113.58577	113.29753	113.50683	113.38048	113.47934	113.41625	113.42162		113.49956	113.56238	113.46276	113.43673	113.6949	113.2642	113.35276	113.43167	113.26228	113.38598	113.43532
5600	116.82682	110.82682	113.82682		114.13196	114.192	114.30789	114.3381	114.59706	114.24915	114.33209	114.10094	114.27259	114.26833	114.27901		114.20883	114.24369	114.31569	114.06912	114.62794	114.11348	114.31623	114.20059	114.33219	114.22382	114.26516		114.29765	114.35671	114.2488	114.19593	114.68288	114.08508	114.16164	114.25928	114.05371	114.19978	114.25415
6000	118.10745	112.10745	115.10745		115.32009	115.38538	115.52625	115.63335	115.88468	115.43299	115.58499	115.35241	115.51203	115.50032	115.51325		115.34888	115.46123	115.47389	115.22116	115.9067	115.31028	115.48136	115.41008	115.56531	115.38008	115.45590		115.47457	115.52874	115.36278	115.33873	115.92172	115.27712	115.34958	115.48164	115.1979	115.37822	115.43110
6300	119.31685	113.31685	116.31685		116.57901	116.63281	116.79181	116.94547	117.14024	116.70616	116.84289	116.63584	116.81722	116.79902	116.78905		116.52969	116.71371	116.66701	116.4327	117.11478	116.53658	116.68759	116.66278	116.84132	116.57695	116.67631		116.72567	116.78511	116.54247	116.59248	117.10621	116.52341	116.57228	116.76887	116.39551	116.61443	116.66264
6700	120.35426	114.35426	117.35426		117.66809	117.72227	117.88439	118.05637	118.14249	117.82201	117.89165	117.72479	117.90371	117.9175	117.87333		117.6193	117.7936	117.71562	117.50554	118.11523	117.6708	117.75639	117.76793	117.91696	117.62461	117.74860		117.84156	117.90837	117.63656	117.77768	118.16411	117.6793	117.69869	117.91486	117.49428	117.74037	117.78558
7100	120.88195	114.88195	117.88195		118.17506	118.26142	118.3467	118.55565	118.42643	118.33298	118.31703	118.28307	118.32761	118.46652	118.34925		118.15482	118.34727	118.24973	118.08392	118.57722	118.25523	118.28212	118.36281	118.3873	118.17878	118.28792		118.48319	118.52176	118.20271	118.41213	118.63911	118.27641	118.25108	118.48771	118.05847	118.35284	118.36854
7500	121.04084	115.04084	118.04084		118.2379	118.33212	118.36811	118.57041	118.41601	118.44001	118.33964	118.42383	118.36759	118.56722	118.40628		118.25048	118.47527	118.33603	118.2353	118.62301	118.42841	118.36709	118.52585	118.41956	118.28703	118.39480		118.71698	118.66955	118.28321	118.57476	118.65392	118.37077	118.33277	118.58086	118.10722	118.47866	118.47687
8000	121.17431	115.17431	118.17431		118.3328	118.36706	118.45478	118.57883	118.51284	118.58732	118.44046	118.53433	118.47396	118.68761	118.49700		118.38612	118.61223	118.42095	118.30731	118.67265	118.6024	118.49365	118.65522	118.47857	118.34468	118.49738		118.80092	118.65706	118.29996	118.6793	118.69023	118.36785	118.39006	118.61919	118.0443	118.50144	118.50503
8500	121.35700	115.35700	118.357		118.54845	118.5125	118.66396	118.71643	118.70767	118.78438	118.67348	118.75719	118.68837	118.92502	118.69774		118.65198	118.88953	118.65252	118.48412	118.88389	118.85624	118.78373	118.89307	118.64576	118.54206	118.72829		118.91924	118.67514	118.39894	118.83146	118.82939	118.44059	118.52187	118.72881	118.09411	118.62309	118.60626
9000	121.56544	115.56544	118.56544		118.76404	118.69506	118.80146	118.89345	118.69994	118.87244	118.86617	119.06595	118.85477	119.19344	118.87067		118.83616	119.194	118.9057	118.67852	119.15673	119.02207	119.06349	119.14569	118.80927	118.80161	118.96132		119.06923	118.67261	118.35679	118.85562	118.76967	118.40267	118.46247	118.74146	118.05664	118.65031	118.60375
9500	121.96214	115.96214	118.96214		118.58717	118.62556	118.48179	118.85581	118.33959	118.63096	118.65811	119.22353	118.60278	119.15446	118.71598		118.70599	119.21158	118.89807	118.67972	119.28463	119.00119	119.00455	119.20189	118.65466	118.90723	118.95495		119.06288	118.46435	117.98199	118.55191	118.33127	118.04324	118.03645	118.40528	117.69355	118.23524	118.28062
10000	122.27144	116.27144	119.27144		117.95345	118.00217	117.82818	118.30279	117.71004	117.97441	117.97689	118.65684	117.9451	118.53392	118.08838		118.21106	118.65504	118.36628	118.19487	118.81677	118.53317	118.44989	118.71941	118.11591	118.46496	118.45274		118.49905	117.95695	117.48833	117.96574	117.77707	117.51151	117.47263	117.82958	117.18777	117.58824	117.72769
10600	124.89042	112.89042	118.89042		116.77173	116.85457	116.64761	117.19345	116.57486	116.71012	116.7015	117.42316	116.71785	117.34247	116.89373		117.26177	117.53308	117.32632	117.26398	117.78855	117.55097	117.37457	117.68295	117.09989	117.48125	117.43633		117.51873	117.18315	116.70452	117.02222	116.88912	116.70951	116.55394	116.87824	116.41783	116.66503	116.85423
11200	124.10212	112.10212	118.10212		115.13392	115.38841	115.09896	115.72518	115.21044	115.06957	115.00741	115.74332	115.03051	115.72712	115.31348		116.0254	116.0095	115.96013	116.06799	116.4618	116.34641	115.9491	116.32024	115.84301	116.15886	116.11424		116.29444	116.28406	115.73055	115.88018	115.87549	115.76054	115.49164	115.72296	115.41448	115.53095	115.79853
11800	123.78021	111.78021	117.78021		113.78834	114.22143	114.07144	114.58161	114.62902	113.8906	113.71093	114.14736	113.74216	114.35982	114.11427		115.22092	114.79753	114.95472	115.22448	115.46323	115.58329	114.87077	115.32234	115.05057	115.10127	115.15891		115.37006	115.8455	115.29058	115.27399	115.56423	115.35448	115.13055	115.11074	114.91515	114.97059	115.28259
12500	124.11366	112.11366	118.11366		114.25147	114.48701	115.01909	114.92925	115.58365	114.44639	114.27044	113.70009	114.47737	114.5858	114.57506		115.7577	115.05127	115.29588	115.45485	115.59612	115.8668	115.32527	115.6724	115.50212	115.14207	115.46645		115.44834	116.31026	116.02046	115.99335	116.4813	116.03181	116.09681	115.81081	115.70363	115.89927	115.97960
13200	123.88047	111.88047	117.88047		114.79457	115.01779	115.70532	115.43131	116.22421	114.97267	114.86346	113.91146	115.07978	115.1074	115.11080		116.26973	115.49213	115.78811	115.85926	115.94107	116.28445	115.87895	116.07003	116.07469	115.44244	115.91009		115.80037	116.80641	116.54502	116.59224	117.087	116.608	116.73387	116.40717	116.25778	116.56984	116.54077
14000	124.29285	112.29285	118.29285		115.74004	116.07105	116.70951	116.4465	117.03486	115.94275	115.85586	114.90749	116.01119	116.11069	116.08299		117.11987	116.48635	116.76354	116.74414	116.89777	117.13386	116.86186	117.05725	116.96685	116.37232	116.84038		116.66702	117.61189	117.30221	117.48031	117.88804	117.41391	117.60342	117.26539	117.06972	117.48166	117.37836
					PASSED	PASSED	PASSED	PASSED	PASSED	PASSED	PASSED	PASSED	PASSED	PASSED			PASSED	PASSED	PASSED	PASSED	PASSED	PASSED	PASSED	PASSED	PASSED	PASSED			PASSED	PASSED	PASSED	PASSED	PASSED	PASSED	PASSED	PASSED	PASSED	PASSED	
19000	#REF!																																						
20000	#REF!																																						

## THD DATA_(NTI
			〔b〕Test 1 : CD KR												〔b〕Test 2 : CD GES TRADING																						
	〔fg=#0000FF,b〕 ST 		〔fg=#0000FF,b〕Test 1 #1	〔fg=#0000FF,b〕Test 1 #2	〔fg=#0000FF,b〕Test 1 #3	〔fg=#0000FF,b〕Test 1 #4	〔fg=#0000FF,b〕Test 1 #5	〔fg=#0000FF,b〕Test 1 #6	〔fg=#0000FF,b〕Test 1 #7	〔fg=#0000FF,b〕Test 1 #8	〔fg=#0000FF,b〕Test 1 #9	〔fg=#0000FF,b〕Test 1 #10	〔fg=#FF0000,b〕CD KR AVG		〔fg=#0000FF,b〕Test 2 #1	〔fg=#0000FF,b〕Test 2 #2	〔fg=#0000FF,b〕Test 2 #3	〔fg=#0000FF,b〕Test 2 #4	〔fg=#0000FF,b〕Test 2 #5	〔fg=#0000FF,b〕Test 2 #6	〔fg=#0000FF,b〕Test 2 #7	〔fg=#0000FF,b〕Test 2 #8	〔fg=#0000FF,b〕Test 2 #9	〔fg=#0000FF,b〕Test 2 #10	〔fg=#FF0000,b〕CD GES TRADING AVG		〔fg=#0000FF,b〕Normal  #1	〔fg=#0000FF,b〕Normal  #2	〔fg=#0000FF,b〕Normal  #3	〔fg=#0000FF,b〕Normal  #4	〔fg=#0000FF,b〕Normal  #5	〔fg=#0000FF,b〕Normal  #6	〔fg=#0000FF,b〕Normal  #7	〔fg=#0000FF,b〕Normal  #8	〔fg=#0000FF,b〕Normal  #9	〔fg=#0000FF,b〕Normal  #10	〔fg=#FF0000,b〕Normal  AVG
100	22.9577		26.41643	23.29898	31.569	28.64917	27.44601	33.76491	27.6468	29.94622	30.53929	30.61284	28.98897		24.25019	28.46204	26.44029	24.78935	26.01604	27.28555	27.1787	26.36962	28.70362	26.33098	26.58264		30.35541	27.17436	24.34268	29.72219	27.42648	25.65044	26.717	33.81748	25.69107	27.89461	27.87917
106	23.11578		26.56717	23.5112	31.64728	28.90582	27.63637	34.02273	27.81679	30.17784	30.80337	30.8292	29.19178		24.50267	28.7142	26.343	25.05028	26.21157	27.42606	27.39726	26.5289	28.88737	26.58597	26.76473		30.56232	27.35284	24.51031	29.91141	27.60439	25.81672	27.21462	34.10902	25.93689	28.12514	28.11437
112	23.27447		26.79402	23.73855	31.81102	29.18213	27.8471	34.35373	28.02407	30.43706	31.09978	31.12471	29.44122		24.76959	28.98309	26.35899	25.33158	26.42908	27.62744	27.64338	26.65539	29.12747	26.94248	26.98685		30.83254	27.65625	24.7212	30.13226	27.80823	26.06014	27.41214	34.33368	26.20194	28.35393	28.35123
118	23.48045		27.06516	24.04223	32.03659	29.52384	28.07443	34.73856	28.28136	30.76535	31.46052	31.43898	29.74270		25.10198	29.29372	26.47347	25.66401	26.69426	27.8781	27.94845	26.91797	29.45089	27.31539	27.27382		31.23756	27.97429	24.99048	30.40084	28.08139	26.35729	27.64318	34.64802	26.52219	28.66826	28.65235
125	23.71576		27.40818	24.38695	32.34541	29.91859	28.33599	35.1758	28.60244	31.13234	31.86498	31.89423	30.10649		25.50251	29.64091	26.66082	26.04195	26.97715	28.15749	28.36041	27.2123	29.81893	27.7387	27.61112		31.65124	28.32571	25.31437	30.71252	28.36529	26.70995	28.01034	35.0376	26.87747	29.05074	29.00552
132	24.162		28.04368	25.04871	33.04627	30.64619	28.83844	36.05742	29.23008	31.84889	32.64293	32.71794	30.81206		26.24013	30.33208	27.2013	26.74039	27.51796	28.75886	29.17502	27.8138	30.52551	28.53078	28.28358		32.43041	29.0128	25.94107	31.32414	28.98575	27.39302	28.68294	35.77257	27.54222	29.75491	29.68398
140	24.78746		28.7688	25.87606	33.84917	31.51545	29.53245	37.11859	30.04659	32.76053	33.67227	33.79566	31.69356		27.10035	31.19206	27.91759	27.63382	28.116	29.52466	30.26778	28.5595	31.40424	29.5127	29.12287		33.36257	29.75138	26.75923	32.06585	29.63817	28.10035	29.50477	36.7263	28.30998	30.69064	30.49092
150	25.65812		29.61964	26.92414	35.10097	32.57063	30.41302	38.3607	31.11284	33.88545	34.96313	35.16742	32.81179		28.1094	32.41485	28.74191	28.82812	28.64328	30.49952	31.69663	29.55603	32.51494	30.69117	30.16959		34.51118	30.71242	27.7266	32.84117	30.30316	29.017	30.46421	37.98475	29.17009	31.78695	31.45175
160	26.3573		30.19697	27.61772	36.14552	33.2841	31.06723	39.16048	31.86817	34.71055	36.0075	36.29103	33.63493		28.81579	33.34548	28.74409	29.80956	28.70476	31.32431	32.98086	30.43052	33.34639	31.5958	30.90976		35.42019	31.39306	28.39659	33.35926	30.63491	29.70489	31.22189	39.02463	29.75382	32.62254	32.15318
170	26.9957		30.69161	28.24377	37.19834	34.00232	31.65096	39.97506	32.6333	35.45622	36.94888	37.39753	34.41980		29.49556	34.24446	29.37194	30.69583	28.64148	32.1498	34.07371	31.27624	34.07749	32.39251	31.64190		36.23699	31.97852	28.97532	33.90339	30.8724	30.39232	31.88716	40.07951	30.30727	33.46699	32.80999
180	27.46625		30.99979	28.63847	38.09014	34.49558	32.10067	40.69432	33.15462	35.92711	37.66951	38.25469	35.00249		29.9819	34.94183	29.81257	31.31883	28.41308	32.79368	34.91258	32.01787	34.63635	32.90993	32.17386		36.85347	32.37215	29.31022	34.29694	30.88753	30.92958	32.22138	40.94474	30.6483	34.16479	33.26291
190	27.63207		30.9678	28.71464	38.5674	34.63715	32.29005	41.07371	33.30662	35.99949	37.97035	38.64596	35.21732		30.14171	35.25875	29.94374	31.5337	27.94451	33.03231	35.25662	32.47077	34.7831	32.97485	32.33401		37.06113	32.40262	29.3285	34.38743	30.6004	31.13026	32.36111	41.46277	30.66509	34.525	33.39243
200	27.43847		30.66373	28.47548	38.58998	34.39445	32.20653	41.07503	33.0858	35.64647	37.81522	38.57847	35.05312		29.95162	35.18709	29.76109	31.33727	27.27542	32.86743	35.12184	32.5106	34.44014	32.63396	32.10865		36.78904	32.13724	29.05599	34.09344	30.00241	30.99433	32.14662	41.51485	30.33378	34.44673	33.15144
212	26.82552		29.98353	27.89038	38.04943	33.60381	31.73553	40.44079	32.34927	34.74752	37.06938	37.78861	34.36583		29.30622	34.59428	29.15437	30.62291	26.33998	32.23792	34.35558	32.14422	33.58719	31.75286	31.40955		35.98708	31.45978	28.33977	33.21472	29.02425	30.39119	31.35034	40.95573	29.52091	33.79623	32.40400
224	25.86655		29.01487	26.97127	36.92587	32.3613	30.92726	39.15841	31.18126	33.34845	35.79619	36.40358	33.20885		28.28335	33.45058	28.16644	29.49351	25.26535	31.1466	33.02752	31.32938	32.25108	30.4554	30.28692		34.66092	30.40807	27.2283	31.90076	27.78298	29.41297	30.1863	39.77378	28.34346	32.61225	31.23098
236	24.5525		27.69721	25.66925	35.15598	30.6453	29.71214	37.2451	29.51123	31.43261	33.90372	34.37425	31.53468		26.89197	31.81576	26.73109	27.90975	23.97822	29.58849	31.1406	30.14416	30.42	28.68333	28.73034		32.81238	28.93782	25.6872	30.11658	26.28489	28.08478	28.54654	37.91222	26.77968	30.92172	29.60838
250	22.7494		25.95394	23.92777	32.61146	28.31409	28.04737	34.65996	27.2588	28.90122	31.33023	31.60726	29.26121		25.03821	29.46728	24.79082	25.75059	22.40749	27.45014	28.49707	28.41204	27.93756	26.34766	26.60989		30.28693	26.86461	23.63935	27.80956	24.39813	26.26449	26.38457	35.2623	24.7503	28.67269	27.43329
265	20.87416		24.18403	22.18622	29.87597	25.94797	26.31698	32.04072	24.92304	26.31956	28.62194	28.7038	26.91202		23.18312	27.0034	22.78899	23.52008	20.97068	25.1129	25.64153	26.48909	25.32359	23.91881	24.39522		27.6275	24.71604	21.60704	25.45573	22.53524	24.41839	24.139	32.41054	22.69114	26.38505	25.19857
